rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"ZHENG Si Wei, HUANG Ya Qiong",0,100 - 8,"$1,249,200.60","114,102 / 16","https://bwfbadminton.com/player/83046/zheng-si-wei,https://bwfbadminton.com/player/63168/huang-ya-qiong","83046, 63168"
2,CHN / CHN,"WANG Yi Lyu, HUANG Dong Ping",0,102 - 29,"$534,841.89","95,262 / 15","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/89426/huang-dong-ping","99452, 89426"
3,JPN / JPN,"Yuta WATANABE, Arisa HIGASHINO",0,83 - 48,"$296,604.38","81,493 / 21","https://bwfbadminton.com/player/58240/yuta-watanabe,https://bwfbadminton.com/player/79558/arisa-higashino","58240, 79558"
4,THA / THA,"Dechapol PUAVARANUKROH, Sapsiree TAERATTANACHAI",0,126 - 55,"$259,159.37","77,933 / 21","https://bwfbadminton.com/player/61731/dechapol-puavaranukroh,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","61731, 67158"
5,MAS / MAS,"CHAN Peng Soon, GOH Liu Ying",0,265 - 144,"$464,570.38","71,590 / 20","https://bwfbadminton.com/player/53142/chan-peng-soon,https://bwfbadminton.com/player/53159/goh-liu-ying","53142, 53159"
6,INA / INA,"Hafiz FAIZAL, Gloria Emanuelle WIDJAJA",0,51 - 33,"$157,682.37","62,871 / 21","https://bwfbadminton.com/player/12557/hafiz-faizal,https://bwfbadminton.com/player/81702/gloria-emanuelle-widjaja","12557, 81702"
7,INA / INA,"Praveen JORDAN, Melati Daeva OKTAVIANTI",0,42 - 27,"$288,773.34","60,517 / 21","https://bwfbadminton.com/player/89916/praveen-jordan,https://bwfbadminton.com/player/82061/melati-daeva-oktavianti","89916, 82061"
8,KOR / KOR,"SEO Seungjae, CHAE YuJung",+4,35 - 10,"$184,052.50","58,338 / 11","https://bwfbadminton.com/player/66513/seo-seungjae,https://bwfbadminton.com/player/93074/chae-yujung","66513, 93074"
9,HKG / HKG,"TANG Chun Man, TSE Ying Suet",+2,73 - 38,"$255,004.25","58,116 / 14","https://bwfbadminton.com/player/77689/tang-chun-man,https://bwfbadminton.com/player/61435/tse-ying-suet","77689, 61435"
10,ENG / ENG,"Chris ADCOCK, Gabrielle ADCOCK",-2,240 - 140,"$465,756.01","57,242 / 15","https://bwfbadminton.com/player/70333/chris-adcock,https://bwfbadminton.com/player/62844/gabrielle-adcock","70333, 62844"
