rank,rank_change,prev_rank,country,player1,player2,member_id1,member_id2,points,tournaments,profile_link1,profile_link2
1,0,1,INA/INA,Nova WIDIANTO,Liliyana NATSIR,7934,14727,61520,10,https://bwf.tournamentsoftware.com/player-profile/95DFA507-FF47-4463-9BA0-D80C2CF7E68F,https://bwf.tournamentsoftware.com/player-profile/A7355D9C-1D9A-4300-A939-BE6D9DD4F00A
2,1,3,POL/POL,Robert MATEUSIAK,Nadiezda ZIEBA,4253,50054,58330,14,https://bwf.tournamentsoftware.com/player-profile/1592B412-2F56-4D28-9166-AB22BAE6C03A,https://bwf.tournamentsoftware.com/player-profile/7D6B3C4E-7717-4E42-A5B7-C9B65B111224
3,-1,2,INA/INA,Hendra Aprida GUNAWAN,Vita MARISSA,11401,10360,57360,11,https://bwf.tournamentsoftware.com/player-profile/746E3179-22D2-48F8-82A4-BCA9E472A954,https://bwf.tournamentsoftware.com/player-profile/5B22630F-99BD-423D-BA6F-CE50F4090D9F
4,0,4,DEN/DEN,Thomas LAYBOURN,Kamilla Rytter JUHL,11935,51436,55740,9,https://bwf.tournamentsoftware.com/player-profile/131762C7-75CD-423D-A833-4C3A4EAF8DAD,https://bwf.tournamentsoftware.com/player-profile/20637175-FA61-41DB-9DA9-2A9127D65E2E
5,0,5,CHN/CHN,JIAMING Tao,ZHANG Yawen,20865,50915,51690,9,https://bwf.tournamentsoftware.com/player-profile/DF3E88B7-C7F1-45C0-9C1A-2063D07C8466,https://bwf.tournamentsoftware.com/player-profile/F00CEB6D-9E1B-46FA-A6E5-ADDE13DA2850
6,0,6,KOR/KOR,LEE Yong Dae,LEE Hyo Jung,52774,12193,48560,10,https://bwf.tournamentsoftware.com/player-profile/8EBDD2CA-03F6-4431-A558-F4EAB6B8B2E1,https://bwf.tournamentsoftware.com/player-profile/6AB876EF-63DA-4E97-A276-321EBA796ABE
7,1,8,THA/THA,Sudket PRAPAKAMOL,Saralee THOUNGTHONGKAM,10650,7065,46860,13,https://bwf.tournamentsoftware.com/player-profile/CB2D7136-5DD5-4C80-87FE-3F7BD96DA619,https://bwf.tournamentsoftware.com/player-profile/4830B811-EC02-4B57-AC7F-1FD3AA53108E
8,2,10,TPE/TPE,LEE Sheng Mu,CHIEN Yu Chin,52931,9846,45110,16,https://bwf.tournamentsoftware.com/player-profile/C91BBD1F-BF99-4221-A129-45DAB5A636A2,https://bwf.tournamentsoftware.com/player-profile/FF9882EF-C14B-414D-ACB7-A3521DB0E2F4
9,-2,7,KOR/KOR,KO Sung Hyun,HA Jung Eun,88094,15412,44290,12,https://bwf.tournamentsoftware.com/player-profile/21922655-3624-4FDE-B43D-12DF437B0B71,https://bwf.tournamentsoftware.com/player-profile/8C2E8CD1-01C5-4CDA-9D3A-5F2846F477B1
10,1,11,ENG/ENG,Nathan ROBERTSON,Jenny WALLWORK,7572,53188,41690,12,https://bwf.tournamentsoftware.com/player-profile/20B5BC86-2D31-406F-8027-C0B6FF343FF4,https://bwf.tournamentsoftware.com/player-profile/9ED48495-9D08-492F-919B-5D79C6C9B318
11,1,12,IND/IND,V. Diju,Jwala GUTTA,51369,50884,41390,10,https://bwf.tournamentsoftware.com/player-profile/E5707F71-3670-4B66-8970-5EC4D03E091C,https://bwf.tournamentsoftware.com/player-profile/D28DF6CB-3B5B-42DB-8347-5519A0117429
12,3,15,TPE/TPE,CHEN Hung Ling,CHENG Wen Hsing,53613,10947,40470,9,https://bwf.tournamentsoftware.com/player-profile/9621265B-FAA8-4DDA-9744-0FF29AB75436,https://bwf.tournamentsoftware.com/player-profile/0EC45A3B-10AA-4FBA-B9AB-4D374036EC92
13,0,13,CHN/CHN,HE Hanbin,YU Yang (F),53940,51667,39500,6,https://bwf.tournamentsoftware.com/player-profile/B0E69779-5C3E-4B45-80B5-6EAFF77E289C,https://bwf.tournamentsoftware.com/player-profile/740D0C46-DB36-4F42-BB3C-0E0C592CE7B7
14,0,14,INA/INA,Fran KURNIAWAN,Pia Zebadiah BERNADET,52751,52730,38780,12,https://bwf.tournamentsoftware.com/player-profile/9E69198B-FFD4-404A-A671-BCBFD66D39AC,https://bwf.tournamentsoftware.com/player-profile/1F05B505-5CEC-43A4-8AFC-DA4B08C099FB
15,-6,9,THA/THA,Songphon ANUGRITAYAWON,Kunchala VORAVICHITCHAIKUL,50736,50739,38320,12,https://bwf.tournamentsoftware.com/player-profile/BC12E64C-FF82-4999-8647-7F5E29BCC7D2,https://bwf.tournamentsoftware.com/player-profile/81E13955-924F-4604-84D4-2C433BDF4C24
16,13,29,CHN/CHN,ZHANG Nan,ZHAO Yunlei,35357,54522,36260,6,https://bwf.tournamentsoftware.com/player-profile/61649DF4-7F24-42D0-854D-1332B21E4A9D,https://bwf.tournamentsoftware.com/player-profile/11E5143C-EEB1-456F-BECB-04E324DD3B04
17,-1,16,SGP/SGP,Chayut TRIYACHART,Lei YAO,54662,53796,32710,11,https://bwf.tournamentsoftware.com/player-profile/2354E4E8-01CD-4107-B050-5CB6A9615BC1,https://bwf.tournamentsoftware.com/player-profile/B5270299-54B9-482D-AF8B-9CB5F5891F97
18,-1,17,JPN/JPN,Hirokatsu HASHIMOTO,Mizuki FUJII,74326,54533,32690,12,https://bwf.tournamentsoftware.com/player-profile/34A94765-1B96-4707-8C27-69C77B737F12,https://bwf.tournamentsoftware.com/player-profile/8617081C-C6FB-4712-AF7D-FA18ECF064E0
19,-1,18,MAS/MAS,CHAN Peng Soon,GOH Liu Ying,53142,53159,32200,10,https://bwf.tournamentsoftware.com/player-profile/3E1CDEED-38B5-482D-8A60-5C07E4F39549,https://bwf.tournamentsoftware.com/player-profile/B75C85D0-4075-4638-8EA2-00DCFDD92F13
20,0,20,CAN/CAN,Toby NG,Grace GAO,53930,15984,31369,16,https://bwf.tournamentsoftware.com/player-profile/3A49F720-7C3E-4A54-BE6D-3C5EDFA4860E,https://bwf.tournamentsoftware.com/player-profile/6A90834B-25AC-4477-9795-C8A1DC6B048C
21,0,21,UKR/UKR,Valeriy ATRASHCHENKOV,Elena PRUS,52290,52301,30910,15,https://bwf.tournamentsoftware.com/player-profile/E95DE1A1-2A58-4ED1-A71A-ED00D3DB9CC9,https://bwf.tournamentsoftware.com/player-profile/2230441D-2CB3-4055-9857-69026B3A130F
22,0,22,TPE/TPE,FANG Chieh Min,WANG Pei Rong,52930,52997,30740,10,https://bwf.tournamentsoftware.com/player-profile/6BC33BB5-869E-45D2-9D25-0A59E87394A5,https://bwf.tournamentsoftware.com/player-profile/A8AAF8AF-37BF-4878-94F6-77CC00C10C76
23,-4,19,DEN/DEN,Joachim FISCHER NIELSEN,Christinna PEDERSEN,10513,53759,30500,5,https://bwf.tournamentsoftware.com/player-profile/172BA76B-8D40-4849-A75A-3F0CDD5DD59E,https://bwf.tournamentsoftware.com/player-profile/85081060-9A74-4413-9FF1-C180EF881904
