rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"ZHENG Si Wei, HUANG Ya Qiong",0,146 - 15,"$1,683,956.86","109,002 / 16","https://bwfbadminton.com/player/83046/zheng-si-wei,https://bwfbadminton.com/player/63168/huang-ya-qiong","83046, 63168"
2,THA / THA,"Dechapol PUAVARANUKROH, Sapsiree TAERATTANACHAI",0,176 - 69,"$685,296.87","100,563 / 21","https://bwfbadminton.com/player/61731/dechapol-puavaranukroh,https://bwfbadminton.com/player/67158/sapsiree-taerattanachai","61731, 67158"
3,CHN / CHN,"WANG Yi Lyu, HUANG Dong Ping",0,151 - 39,"$886,291.89","99,312 / 18","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/89426/huang-dong-ping","99452, 89426"
4,INA / INA,"Praveen JORDAN, Melati Daeva OKTAVIANTI",0,78 - 45,"$596,210.84","85,900 / 24","https://bwfbadminton.com/player/89916/praveen-jordan,https://bwfbadminton.com/player/82061/melati-daeva-oktavianti","89916, 82061"
5,JPN / JPN,"Yuta WATANABE, Arisa HIGASHINO",0,119 - 60,"$476,241.88","82,843 / 19","https://bwfbadminton.com/player/58240/yuta-watanabe,https://bwfbadminton.com/player/79558/arisa-higashino","58240, 79558"
6,KOR / KOR,"SEO Seungjae, CHAE YuJung",0,73 - 31,"$395,915.00","79,570 / 21","https://bwfbadminton.com/player/66513/seo-seungjae,https://bwfbadminton.com/player/93074/chae-yujung","66513, 93074"
7,MAS / MAS,"CHAN Peng Soon, GOH Liu Ying",0,300 - 167,"$562,341.64","70,420 / 25","https://bwfbadminton.com/player/53142/chan-peng-soon,https://bwfbadminton.com/player/53159/goh-liu-ying","53142, 53159"
8,ENG / ENG,"Marcus ELLIS, Lauren SMITH",0,129 - 55,"$203,355.63","69,490 / 27","https://bwfbadminton.com/player/71349/marcus-ellis,https://bwfbadminton.com/player/80918/lauren-smith","71349, 80918"
9,INA / INA,"Hafiz FAIZAL, Gloria Emanuelle WIDJAJA",0,83 - 57,"$261,673.63","65,941 / 28","https://bwfbadminton.com/player/12557/hafiz-faizal,https://bwfbadminton.com/player/81702/gloria-emanuelle-widjaja","12557, 81702"
10,FRA / FRA,"Thom GICQUEL, Delphine DELRUE",0,105 - 60,"$117,207.06","65,632 / 30","https://bwfbadminton.com/player/68544/thom-gicquel,https://bwfbadminton.com/player/70762/delphine-delrue","68544, 70762"
11,MAS / MAS,"TAN Kian Meng, LAI Pei Jing",0,110 - 79,"$189,883.59","62,770 / 26","https://bwfbadminton.com/player/67654/tan-kian-meng,https://bwfbadminton.com/player/47007/lai-pei-jing","67654, 47007"
12,MAS / MAS,"GOH Soon Huat, LAI Shevon Jemie",0,110 - 63,"$238,966.31","61,822 / 24","https://bwfbadminton.com/player/92593/goh-soon-huat,https://bwfbadminton.com/player/56352/lai-shevon-jemie","92593, 56352"
13,HKG / HKG,"TANG Chun Man, TSE Ying Suet",0,106 - 55,"$349,298.01","60,566 / 24","https://bwfbadminton.com/player/77689/tang-chun-man,https://bwfbadminton.com/player/61435/tse-ying-suet","77689, 61435"
14,ENG / ENG,"Chris ADCOCK, Gabrielle ADCOCK",0,267 - 156,"$525,306.01","59,002 / 18","https://bwfbadminton.com/player/70333/chris-adcock,https://bwfbadminton.com/player/62844/gabrielle-adcock","70333, 62844"
15,GER / GER,"Mark LAMSFUSS, Isabel HERTTRICH",0,114 - 87,"$167,081.47","58,834 / 30","https://bwfbadminton.com/player/68045/mark-lamsfuss,https://bwfbadminton.com/player/98052/isabel-herttrich","68045, 98052"
16,CHN / CHN,"HE Ji Ting, DU Yue",0,77 - 45,"$168,069.40","52,901 / 17","https://bwfbadminton.com/player/59673/he-ji-ting,https://bwfbadminton.com/player/65984/du-yue","59673, 65984"
17,DEN / DEN,"Mathias CHRISTIANSEN, Alexandra BØJE",0,50 - 23,"$144,561.13","52,549 / 27","https://bwfbadminton.com/player/99521/mathias-christiansen,https://bwfbadminton.com/player/88779/alexandra-b%C3%98je","99521, 88779"
18,NED / NED,"Robin TABELING, Selena PIEK",0,49 - 27,"$93,505.25","51,229 / 24","https://bwfbadminton.com/player/66357/robin-tabeling,https://bwfbadminton.com/player/67176/selena-piek","66357, 67176"
19,JPN / JPN,"Yuki KANEKO, Misaki MATSUTOMO",0,21 - 23,"$102,592.81","50,860 / 14","https://bwfbadminton.com/player/95761/yuki-kaneko,https://bwfbadminton.com/player/43851/misaki-matsutomo","95761, 43851"
20,RUS / RUS,"Rodion ALIMOV, Alina DAVLETOVA",0,95 - 56,"$57,058.26","48,385 / 30","https://bwfbadminton.com/player/99484/rodion-alimov,https://bwfbadminton.com/player/72565/alina-davletova","99484, 72565"
21,INA / INA,"Rinov RIVALDY, Pitha Haningtyas MENTARI",+2,56 - 38,"$66,785.68","47,030 / 23","https://bwfbadminton.com/player/88451/rinov-rivaldy,https://bwfbadminton.com/player/59465/pitha-haningtyas-mentari","88451, 59465"
22,IND / IND,"Satwiksairaj RANKIREDDY, Ashwini PONNAPPA",-1,45 - 35,"$62,692.68","46,367 / 13","https://bwfbadminton.com/player/72435/satwiksairaj-rankireddy,https://bwfbadminton.com/player/49765/ashwini-ponnappa","72435, 49765"
23,KOR / KOR,"KO Sung Hyun, EOM Hye Won",-1,54 - 25,"$407,791.86","44,740 / 13","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/28492/eom-hye-won","88094, 28492"
24,TPE / TPE,"LEE Jhe-Huei, HSU Ya Ching",0,26 - 17,"$49,918.13","43,130 / 17","https://bwfbadminton.com/player/99102/lee-jhe-huei,https://bwfbadminton.com/player/74561/hsu-ya-ching","99102, 74561"
25,THA / THA,"Nipitphon PHUANGPHUAPET, Savitree AMITRAPAI",0,47 - 37,"$96,545.84","42,712 / 18","https://bwfbadminton.com/player/30342/nipitphon-phuangphuapet,https://bwfbadminton.com/player/53582/savitree-amitrapai","30342, 53582"
26,MAS / MAS,"HOO Pang Ron, CHEAH Yee See",0,49 - 29,"$48,726.46","41,610 / 19","https://bwfbadminton.com/player/72675/hoo-pang-ron,https://bwfbadminton.com/player/58879/cheah-yee-see","72675, 58879"
27,CAN / CAN,"Joshua HURLBURT-YU, Josephine WU",0,56 - 26,"$20,921.43","41,560 / 30","https://bwfbadminton.com/player/69194/joshua-hurlburt-yu,https://bwfbadminton.com/player/86226/josephine-wu","69194, 86226"
28,TPE / TPE,"WANG Chi-Lin, CHENG Chi Ya",0,34 - 38,"$75,753.70","41,080 / 22","https://bwfbadminton.com/player/96514/wang-chi-lin,https://bwfbadminton.com/player/92339/cheng-chi-ya","96514, 92339"
29,CHN / CHN,"LU Kai, CHEN Lu",0,32 - 31,"$243,230.01","41,080 / 14","https://bwfbadminton.com/player/28549/lu-kai,https://bwfbadminton.com/player/72349/chen-lu","28549, 72349"
30,JPN / JPN,"Takuro HOKI, Wakana NAGAHARA",0,20 - 25,"$54,393.12","40,982 / 18","https://bwfbadminton.com/player/81657/takuro-hoki,https://bwfbadminton.com/player/77832/wakana-nagahara","81657, 77832"
31,IRL / IRL,"Sam MAGEE, Chloe MAGEE",0,190 - 161,"$68,797.98","40,633 / 30","https://bwfbadminton.com/player/35374/sam-magee,https://bwfbadminton.com/player/89666/chloe-magee","35374, 89666"
32,HKG / HKG,"CHANG Tak Ching, NG Wing Yung",0,40 - 38,"$35,240.40","38,710 / 18","https://bwfbadminton.com/player/87674/chang-tak-ching,https://bwfbadminton.com/player/87616/ng-wing-yung","87674, 87616"
33,DEN / DEN,"Niclas NOHR, Amalie MAGELUND",+9,15 - 10,"$48,278.12","38,589 / 10","https://bwfbadminton.com/player/64188/niclas-nohr,https://bwfbadminton.com/player/95643/amalie-magelund","64188, 95643"
34,IND / IND,"Pranaav Jerry CHOPRA, REDDY N. Sikki",-1,74 - 70,"$81,871.44","38,551 / 22","https://bwfbadminton.com/player/57839/pranaav-jerry-chopra,https://bwfbadminton.com/player/17515/reddy-n-sikki","57839, 17515"
35,INA / INA,"Adnan MAULANA, Mychelle Crhystine BANDASO",-1,22 - 15,"$24,463.23","37,810 / 15","https://bwfbadminton.com/player/63571/adnan-maulana,https://bwfbadminton.com/player/76782/mychelle-crhystine-bandaso","63571, 76782"
36,ENG / ENG,"Ben LANE, Jessica PUGH",-1,98 - 68,"$42,101.39","37,440 / 12","https://bwfbadminton.com/player/76278/ben-lane,https://bwfbadminton.com/player/77018/jessica-pugh","76278, 77018"
37,CHN / CHN,"GUO Xin Wa, ZHANG Shu Xian",-1,28 - 8,"$29,175.00","35,510 / 11","https://bwfbadminton.com/player/81844/guo-xin-wa,https://bwfbadminton.com/player/85914/zhang-shu-xian","81844, 85914"
38,FRA / FRA,"Ronan LABAR, Anne TRAN",-1,31 - 23,"$36,950.75","34,919 / 23","https://bwfbadminton.com/player/22038/ronan-labar,https://bwfbadminton.com/player/98854/anne-tran","22038, 98854"
39,THA / THA,"Supak JOMKOH, Supissara PAEWSAMPRAN",-1,36 - 21,"$18,587.72","34,800 / 16","https://bwfbadminton.com/player/73936/supak-jomkoh,https://bwfbadminton.com/player/74980/supissara-paewsampran","73936, 74980"
40,TPE / TPE,"LEE Yang, YANG Ching Tun",-1,12 - 19,"$32,819.62","33,900 / 16","https://bwfbadminton.com/player/69448/lee-yang,https://bwfbadminton.com/player/78687/yang-ching-tun","69448, 78687"
41,GER / GER,"Marvin SEIDEL, Linda EFLER",-1,84 - 77,"$50,890.27","33,543 / 17","https://bwfbadminton.com/player/64909/marvin-seidel,https://bwfbadminton.com/player/83942/linda-efler","64909, 83942"
42,TPE / TPE,"YANG Po-Hsuan, HU Ling Fang",-1,18 - 18,"$32,904.10","32,950 / 15","https://bwfbadminton.com/player/76275/yang-po-hsuan,https://bwfbadminton.com/player/87176/hu-ling-fang","76275, 87176"
43,CHN / CHN,"OU Xuan Yi, FENG Xue Ying",0,14 - 13,"$28,360.62","31,229 / 10","https://bwfbadminton.com/player/58241/ou-xuan-yi,https://bwfbadminton.com/player/59576/feng-xue-ying","58241, 59576"
