rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,KOR,SON Wanho,54346,72968,18,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
2,0,2,MAS,LEE Chong Wei,50152,71704,9,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
3,0,3,DEN,Viktor AXELSEN,25831,69240,14,https://bwf.tournamentsoftware.com/player-profile/3BF0C3EA-7BFB-4CC9-A955-3712D850CFA4
4,0,4,CHN,SHI Yu Qi,57945,67887,17,https://bwf.tournamentsoftware.com/player-profile/38CBD70E-A643-4170-9E6A-28863412DC7B
5,1,6,CHN,CHEN Long,75787,67646,9,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
6,-1,5,TPE,CHOU Tien Chen,34810,64681,19,https://bwf.tournamentsoftware.com/player-profile/41A01287-FA86-45C1-B980-860FC1C2DEB4
7,0,7,CHN,LIN Dan,50906,64566,10,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
8,3,11,IND,KIDAMBI Srikanth,93627,58583,11,https://bwf.tournamentsoftware.com/player-profile/A9509AF9-8009-48A4-A4E2-486F125004C5
9,-1,8,HKG,NG Ka Long Angus,45171,58129,20,https://bwf.tournamentsoftware.com/player-profile/B701FB3D-0671-4249-8AAA-758FE92E72C5
10,-1,9,DEN,Jan O JORGENSEN,54431,57660,11,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
11,3,14,KOR,LEE Hyun Il,11704,54450,11,https://bwf.tournamentsoftware.com/player-profile/0800FC8B-CBAB-4AC1-B6C7-F3D419906440
12,1,13,CHN,TIAN Houwei,12903,52770,16,https://bwf.tournamentsoftware.com/player-profile/E54FDF41-B758-4F2E-BF62-1A287B1093F6
13,-3,10,THA,Tanongsak SAENSOMBOONSUK,54513,51850,17,https://bwf.tournamentsoftware.com/player-profile/07BB032D-0C06-461D-844B-F7018DCCF14F
14,-2,12,HKG,WONG Wing Ki Vincent,55280,51382,18,https://bwf.tournamentsoftware.com/player-profile/D27868EC-90CD-4D18-81E0-7C80BAD3CFAF
15,1,16,IND,SAI PRANEETH B.,42776,49180,17,https://bwf.tournamentsoftware.com/player-profile/1ECFF64F-4692-47BA-A619-BDF6E0ED9C4A
16,-1,15,IND,Ajay JAYARAM,55351,48565,17,https://bwf.tournamentsoftware.com/player-profile/C4E68A77-F815-443A-B109-F19A91BA687A
17,0,17,CHN,QIAO Bin,78828,46764,13,https://bwf.tournamentsoftware.com/player-profile/3DE4278B-CCA5-41A2-B0EE-65A4AB205FA3
18,0,18,TPE,WANG Tzu Wei,87375,46520,21,https://bwf.tournamentsoftware.com/player-profile/96F8277F-D90F-4841-BEC9-C6A025C8DA96
19,0,19,DEN,Anders ANTONSEN,91554,46510,17,https://bwf.tournamentsoftware.com/player-profile/473960FD-334B-476F-9821-8ED9398BC1A8
20,2,22,ENG,Rajiv OUSEPH,51613,44410,11,https://bwf.tournamentsoftware.com/player-profile/331723FE-F589-433C-86C8-687467F176B0
21,-1,20,GER,Marc ZWIEBLER,50858,44375,19,https://bwf.tournamentsoftware.com/player-profile/39E76D72-B750-49D1-864B-18FE1B2B3367
22,2,24,INA,Jonatan CHRISTIE,73442,43377,11,https://bwf.tournamentsoftware.com/player-profile/6A537DB2-42E4-4604-81DF-6D1ECF387DCE
23,-2,21,IND,PRANNOY H. S.,83950,43075,18,https://bwf.tournamentsoftware.com/player-profile/9906AA55-580B-465A-8782-2251A4912DB9
24,-1,23,HKG,HU Yun,14869,41512,20,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
25,0,25,CHN,HUANG Yu Xiang,71261,41510,17,https://bwf.tournamentsoftware.com/player-profile/08924E50-C41F-4E27-95DB-6B7F9086A0CF
26,0,26,INA,Anthony Sinisuka GINTING,95661,41418,15,https://bwf.tournamentsoftware.com/player-profile/116CDE79-DCC5-42CD-9EC7-1157B92902EF
27,3,30,DEN,Hans-Kristian Solberg VITTINGHUS,53753,39300,13,https://bwf.tournamentsoftware.com/player-profile/4C55FDF0-BC29-4F2E-BD6D-36D7BE4BA4E2
28,-1,27,FRA,Brice LEVERDEZ,52968,39236,20,https://bwf.tournamentsoftware.com/player-profile/00BA89AE-88B8-4575-98CA-815506AC4E8E
29,-1,28,INA,Tommy SUGIARTO,14587,38480,12,https://bwf.tournamentsoftware.com/player-profile/755488DF-BE39-49C8-ABA0-38BF8ADDA058
30,-1,29,TPE,HSU Jen Hao,67100,37411,24,https://bwf.tournamentsoftware.com/player-profile/73739E0E-20CC-47AA-A835-3687D4BB6E98
31,3,34,MAS,Zulfadli ZULKIFFLI,89511,36660,14,https://bwf.tournamentsoftware.com/player-profile/4CB96652-D91F-4559-8443-6F079336D333
32,-1,31,JPN,Kazumasa SAKAI,91280,35675,14,https://bwf.tournamentsoftware.com/player-profile/1669252B-1DF9-4906-A072-68CAE7B58D9C
33,-1,32,IND,Sameer VERMA,77003,35452,10,https://bwf.tournamentsoftware.com/player-profile/AA9D1A0B-2529-4B20-8421-7F31183EFA29
34,-1,33,CHN,ZHAO Jun Peng,95930,35400,13,https://bwf.tournamentsoftware.com/player-profile/AC873DD7-89E0-4A52-8E12-1F5A0506E27A
35,0,35,IND,Sourabh VERMA,25925,35200,14,https://bwf.tournamentsoftware.com/player-profile/E5384E08-D2A5-4913-A8C8-A04DE72085AB
36,0,36,GER,Fabian ROTH,57297,34510,14,https://bwf.tournamentsoftware.com/player-profile/DEA4E911-16AF-4839-8AEB-F69AF1CA5BF8
37,4,41,JPN,Kanta TSUNEYAMA,57823,34100,12,https://bwf.tournamentsoftware.com/player-profile/49510451-E273-46C9-B098-A26F9DF2CBB0
38,-1,37,ESP,Pablo ABIAN,14251,33957,17,https://bwf.tournamentsoftware.com/player-profile/638FB7FF-AEC5-45EA-A2C2-0DBD6DA58BAB
39,-1,38,DEN,Emil HOLST,83122,33510,18,https://bwf.tournamentsoftware.com/player-profile/087CBD45-10F8-4304-82DE-2FB9E67CE48B
40,-1,39,MAS,CHONG Wei Feng,52030,32870,14,https://bwf.tournamentsoftware.com/player-profile/B4C578E6-C57D-4414-B7E5-F5C25E21D9E5
41,-1,40,THA,Khosit PHETPRADAB,29449,32683,16,https://bwf.tournamentsoftware.com/player-profile/AC44DF59-4D39-47F7-8BBE-DE8837956AD7
42,0,42,HKG,WEI Nan,53054,31310,19,https://bwf.tournamentsoftware.com/player-profile/D806DD9A-E8B0-4048-9EEA-23C989AE03A6
43,0,43,BRA,Ygor COELHO,96429,30249,14,https://bwf.tournamentsoftware.com/player-profile/D5A6B9B2-89B9-4ABF-93B2-BEF5DCA6FBD7
44,0,44,MAS,Iskandar ZULKARNAIN,31871,29910,9,https://bwf.tournamentsoftware.com/player-profile/F90EC20B-3CC6-4852-B956-B20803149737
45,0,45,TPE,LIN Yu Hsien,91665,29110,18,https://bwf.tournamentsoftware.com/player-profile/E0E6A424-DC7B-4FB3-A08F-C8EB96A78044
46,0,46,INA,Ihsan Maulana MUSTOFA,74154,28560,12,https://bwf.tournamentsoftware.com/player-profile/4EA760EE-7729-43FF-A727-B1F33F427D77
47,2,49,KOR,LEE Dong Keun,64933,28510,10,https://bwf.tournamentsoftware.com/player-profile/5A9A3A00-0127-4D24-9E0C-9555ABE22492
48,-1,47,ISR,Misha ZILBERMAN,52953,27995,14,https://bwf.tournamentsoftware.com/player-profile/E538ADF6-1701-42A7-8BB2-A3AEBD094781
49,-1,48,EST,Raul MUST,51531,26597,15,https://bwf.tournamentsoftware.com/player-profile/EC44637A-BF62-4998-8EEF-9B707FFE573E
50,0,50,KOR,JEON Hyeok Jin,65580,25966,11,https://bwf.tournamentsoftware.com/player-profile/FF880BF1-D736-4A93-B2D4-34730B3D6A57
51,7,58,JPN,Takuma UEDA,47181,25530,11,https://bwf.tournamentsoftware.com/player-profile/0944FFB3-2A06-4E10-8F37-6208BD397A58
52,-1,51,TPE,HSUEH Hsuan Yi,52983,25200,10,https://bwf.tournamentsoftware.com/player-profile/09B6282C-ED80-4A31-98E1-7609ED206FE9
