rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,MAS,LEE Chong Wei,50152,96653,13,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
2,0,2,CHN,CHEN Long,75787,82824,12,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
3,0,3,CHN,LIN Dan,50906,74038,14,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
4,0,4,DEN,Viktor AXELSEN,25831,72224,16,https://bwf.tournamentsoftware.com/player-profile/3BF0C3EA-7BFB-4CC9-A955-3712D850CFA4
5,0,5,DEN,Jan O JORGENSEN,54431,71102,17,https://bwf.tournamentsoftware.com/player-profile/7D1E14D8-1B2E-48E1-B6A4-3973D713C3EF
6,0,6,CHN,TIAN Houwei,12903,66060,19,https://bwf.tournamentsoftware.com/player-profile/E54FDF41-B758-4F2E-BF62-1A287B1093F6
7,0,7,KOR,SON Wanho,54346,64094,23,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
8,0,8,TPE,CHOU Tien Chen,34810,62315,21,https://bwf.tournamentsoftware.com/player-profile/41A01287-FA86-45C1-B980-860FC1C2DEB4
9,0,9,DEN,Hans-Kristian Solberg VITTINGHUS,53753,53359,15,https://bwf.tournamentsoftware.com/player-profile/4C55FDF0-BC29-4F2E-BD6D-36D7BE4BA4E2
10,0,10,IND,KIDAMBI Srikanth,93627,52096,20,https://bwf.tournamentsoftware.com/player-profile/A9509AF9-8009-48A4-A4E2-486F125004C5
11,0,11,HKG,NG Ka Long Angus,45171,51473,22,https://bwf.tournamentsoftware.com/player-profile/B701FB3D-0671-4249-8AAA-758FE92E72C5
12,0,12,ENG,Rajiv OUSEPH,51613,51458,15,https://bwf.tournamentsoftware.com/player-profile/331723FE-F589-433C-86C8-687467F176B0
13,0,13,INA,Tommy SUGIARTO,14587,50364,17,https://bwf.tournamentsoftware.com/player-profile/755488DF-BE39-49C8-ABA0-38BF8ADDA058
14,0,14,GER,Marc ZWIEBLER,50858,50294,18,https://bwf.tournamentsoftware.com/player-profile/39E76D72-B750-49D1-864B-18FE1B2B3367
15,0,15,HKG,HU Yun,14869,49989,22,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
16,1,17,HKG,WONG Wing Ki Vincent,55280,45880,20,https://bwf.tournamentsoftware.com/player-profile/D27868EC-90CD-4D18-81E0-7C80BAD3CFAF
17,1,18,KOR,LEE Dong Keun,64933,45194,24,https://bwf.tournamentsoftware.com/player-profile/5A9A3A00-0127-4D24-9E0C-9555ABE22492
18,8,26,THA,Tanongsak SAENSOMBOONSUK,54513,44326,22,https://bwf.tournamentsoftware.com/player-profile/07BB032D-0C06-461D-844B-F7018DCCF14F
19,0,19,HKG,WEI Nan,53054,41962,20,https://bwf.tournamentsoftware.com/player-profile/D806DD9A-E8B0-4048-9EEA-23C989AE03A6
20,2,22,IND,Ajay JAYARAM,55351,40913,20,https://bwf.tournamentsoftware.com/player-profile/C4E68A77-F815-443A-B109-F19A91BA687A
21,3,24,INA,Jonatan CHRISTIE,73442,40248,16,https://bwf.tournamentsoftware.com/player-profile/6A537DB2-42E4-4604-81DF-6D1ECF387DCE
22,5,27,TPE,HSU Jen Hao,67100,40203,27,https://bwf.tournamentsoftware.com/player-profile/73739E0E-20CC-47AA-A835-3687D4BB6E98
23,-7,16,KOR,LEE Hyun Il,11704,40150,7,https://bwf.tournamentsoftware.com/player-profile/0800FC8B-CBAB-4AC1-B6C7-F3D419906440
24,8,32,INA,Sony Dwi KUNCORO,50427,39950,14,https://bwf.tournamentsoftware.com/player-profile/5D5CBB33-58AF-4572-90B0-A081781698D4
25,-2,23,CHN,SHI Yu Qi,57945,39935,11,https://bwf.tournamentsoftware.com/player-profile/38CBD70E-A643-4170-9E6A-28863412DC7B
26,-5,21,CHN,QIAO Bin,78828,39137,11,https://bwf.tournamentsoftware.com/player-profile/3DE4278B-CCA5-41A2-B0EE-65A4AB205FA3
27,1,28,MAS,Iskandar ZULKARNAIN,31871,38939,17,https://bwf.tournamentsoftware.com/player-profile/F90EC20B-3CC6-4852-B956-B20803149737
28,1,29,JPN,Sho SASAKI,50905,38586,22,https://bwf.tournamentsoftware.com/player-profile/21E15CFC-B686-44B7-BD61-324605C679AA
29,-9,20,KOR,JEON Hyeok Jin,65580,38579,12,https://bwf.tournamentsoftware.com/player-profile/FF880BF1-D736-4A93-B2D4-34730B3D6A57
30,0,30,THA,Boonsak PONSANA,11959,38024,23,https://bwf.tournamentsoftware.com/player-profile/0CA686F7-D694-4C53-A2E1-08950598A827
31,0,31,CHN,HUANG Yu Xiang,71261,37900,12,https://bwf.tournamentsoftware.com/player-profile/08924E50-C41F-4E27-95DB-6B7F9086A0CF
32,1,33,IND,PRANNOY H. S.,83950,37261,18,https://bwf.tournamentsoftware.com/player-profile/9906AA55-580B-465A-8782-2251A4912DB9
33,1,34,TPE,WANG Tzu Wei,87375,36854,21,https://bwf.tournamentsoftware.com/player-profile/96F8277F-D90F-4841-BEC9-C6A025C8DA96
34,5,39,MAS,Zulfadli ZULKIFFLI,89511,36806,20,https://bwf.tournamentsoftware.com/player-profile/4CB96652-D91F-4559-8443-6F079336D333
35,-10,25,INA,Ihsan Maulana MUSTOFA,74154,36505,16,https://bwf.tournamentsoftware.com/player-profile/4EA760EE-7729-43FF-A727-B1F33F427D77
36,-1,35,IND,SAI PRANEETH B.,42776,36212,17,https://bwf.tournamentsoftware.com/player-profile/1ECFF64F-4692-47BA-A619-BDF6E0ED9C4A
37,-1,36,ESP,Pablo ABIAN,14251,34637,20,https://bwf.tournamentsoftware.com/player-profile/638FB7FF-AEC5-45EA-A2C2-0DBD6DA58BAB
38,-1,37,INA,Anthony Sinisuka GINTING,95661,34449,16,https://bwf.tournamentsoftware.com/player-profile/116CDE79-DCC5-42CD-9EC7-1157B92902EF
39,-1,38,FRA,Brice LEVERDEZ,52968,34149,22,https://bwf.tournamentsoftware.com/player-profile/00BA89AE-88B8-4575-98CA-815506AC4E8E
40,1,41,VIE,Tien Minh NGUYEN,14107,33550,17,https://bwf.tournamentsoftware.com/player-profile/26791000-C115-4F98-A3F7-EC3A12D28386
41,-1,40,IND,Sameer VERMA,77003,32720,15,https://bwf.tournamentsoftware.com/player-profile/AA9D1A0B-2529-4B20-8421-7F31183EFA29
42,0,42,DEN,Emil HOLST,83122,32636,18,https://bwf.tournamentsoftware.com/player-profile/087CBD45-10F8-4304-82DE-2FB9E67CE48B
43,3,46,JPN,Kenta NISHIMOTO,85394,31693,12,https://bwf.tournamentsoftware.com/player-profile/F652F6F8-48D5-4B3A-9A00-5E456A29B7C6
44,-1,43,MAS,GOH Soon Huat,92593,30988,17,https://bwf.tournamentsoftware.com/player-profile/10D0AFA0-14EB-4B8D-BA0E-CD2DAFE6B39D
45,-1,44,CHN,XUE Song,78769,30260,10,https://bwf.tournamentsoftware.com/player-profile/AC9B996C-5051-4E1C-8B49-89BFBA94C1F2
46,-1,45,JPN,Kanta TSUNEYAMA,57823,29260,12,https://bwf.tournamentsoftware.com/player-profile/49510451-E273-46C9-B098-A26F9DF2CBB0
47,0,47,EST,Raul MUST,51531,28413,17,https://bwf.tournamentsoftware.com/player-profile/EC44637A-BF62-4998-8EEF-9B707FFE573E
