rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,DEN,Viktor AXELSEN,25831,79580,13,https://bwf.tournamentsoftware.com/player-profile/3BF0C3EA-7BFB-4CC9-A955-3712D850CFA4
2,0,2,MAS,LEE Chong Wei,50152,73624,12,https://bwf.tournamentsoftware.com/player-profile/2E62073C-AD95-40BE-8364-0A2EC054A4AC
3,0,3,CHN,CHEN Long,75787,73496,12,https://bwf.tournamentsoftware.com/player-profile/8F42FC23-89C1-40CF-8F20-8519DE2BE4EF
4,0,4,IND,KIDAMBI Srikanth,93627,73403,12,https://bwf.tournamentsoftware.com/player-profile/A9509AF9-8009-48A4-A4E2-486F125004C5
5,0,5,KOR,SON Wanho,54346,72438,18,https://bwf.tournamentsoftware.com/player-profile/CB6FBD50-283A-4AA2-A5CE-5FE0778BC1E3
6,0,6,CHN,LIN Dan,50906,71066,13,https://bwf.tournamentsoftware.com/player-profile/296B69A5-3C25-4E3D-964E-DDFA46A1333A
7,0,7,TPE,CHOU Tien Chen,34810,65791,18,https://bwf.tournamentsoftware.com/player-profile/41A01287-FA86-45C1-B980-860FC1C2DEB4
8,0,8,CHN,SHI Yu Qi,57945,62567,14,https://bwf.tournamentsoftware.com/player-profile/38CBD70E-A643-4170-9E6A-28863412DC7B
9,0,9,HKG,NG Ka Long Angus,45171,55249,19,https://bwf.tournamentsoftware.com/player-profile/B701FB3D-0671-4249-8AAA-758FE92E72C5
10,0,10,IND,PRANNOY H. S.,83950,53285,17,https://bwf.tournamentsoftware.com/player-profile/9906AA55-580B-465A-8782-2251A4912DB9
11,0,11,TPE,WANG Tzu Wei,87375,52030,17,https://bwf.tournamentsoftware.com/player-profile/96F8277F-D90F-4841-BEC9-C6A025C8DA96
12,0,12,DEN,Anders ANTONSEN,91554,50650,17,https://bwf.tournamentsoftware.com/player-profile/473960FD-334B-476F-9821-8ED9398BC1A8
13,0,13,INA,Anthony Sinisuka GINTING,95661,49678,17,https://bwf.tournamentsoftware.com/player-profile/116CDE79-DCC5-42CD-9EC7-1157B92902EF
14,0,14,INA,Jonatan CHRISTIE,73442,49257,15,https://bwf.tournamentsoftware.com/player-profile/6A537DB2-42E4-4604-81DF-6D1ECF387DCE
15,0,15,HKG,WONG Wing Ki Vincent,55280,49092,17,https://bwf.tournamentsoftware.com/player-profile/D27868EC-90CD-4D18-81E0-7C80BAD3CFAF
16,0,16,CHN,TIAN Houwei,12903,48280,14,https://bwf.tournamentsoftware.com/player-profile/E54FDF41-B758-4F2E-BF62-1A287B1093F6
17,0,17,IND,SAI PRANEETH B.,42776,48110,13,https://bwf.tournamentsoftware.com/player-profile/1ECFF64F-4692-47BA-A619-BDF6E0ED9C4A
18,0,18,THA,Tanongsak SAENSOMBOONSUK,54513,45540,17,https://bwf.tournamentsoftware.com/player-profile/07BB032D-0C06-461D-844B-F7018DCCF14F
19,0,19,KOR,LEE Hyun Il,11704,43390,11,https://bwf.tournamentsoftware.com/player-profile/0800FC8B-CBAB-4AC1-B6C7-F3D419906440
20,0,20,DEN,Hans-Kristian Solberg VITTINGHUS,53753,42270,17,https://bwf.tournamentsoftware.com/player-profile/4C55FDF0-BC29-4F2E-BD6D-36D7BE4BA4E2
21,0,21,KOR,JEON Hyeok Jin,65580,42206,14,https://bwf.tournamentsoftware.com/player-profile/FF880BF1-D736-4A93-B2D4-34730B3D6A57
22,0,22,JPN,Kazumasa SAKAI,91280,41745,17,https://bwf.tournamentsoftware.com/player-profile/1669252B-1DF9-4906-A072-68CAE7B58D9C
23,0,23,ENG,Rajiv OUSEPH,51613,39870,10,https://bwf.tournamentsoftware.com/player-profile/331723FE-F589-433C-86C8-687467F176B0
24,0,24,FRA,Brice LEVERDEZ,52968,39726,21,https://bwf.tournamentsoftware.com/player-profile/00BA89AE-88B8-4575-98CA-815506AC4E8E
25,0,25,INA,Tommy SUGIARTO,14587,39000,13,https://bwf.tournamentsoftware.com/player-profile/755488DF-BE39-49C8-ABA0-38BF8ADDA058
26,0,26,THA,Khosit PHETPRADAB,29449,38443,15,https://bwf.tournamentsoftware.com/player-profile/AC44DF59-4D39-47F7-8BBE-DE8837956AD7
27,0,27,TPE,HSU Jen Hao,67100,38051,23,https://bwf.tournamentsoftware.com/player-profile/73739E0E-20CC-47AA-A835-3687D4BB6E98
28,0,28,JPN,Kanta TSUNEYAMA,57823,37820,15,https://bwf.tournamentsoftware.com/player-profile/49510451-E273-46C9-B098-A26F9DF2CBB0
29,0,29,JPN,Kenta NISHIMOTO,85394,37775,19,https://bwf.tournamentsoftware.com/player-profile/F652F6F8-48D5-4B3A-9A00-5E456A29B7C6
30,0,30,IND,Sameer VERMA,77003,36062,10,https://bwf.tournamentsoftware.com/player-profile/AA9D1A0B-2529-4B20-8421-7F31183EFA29
31,0,31,HKG,HU Yun,14869,35832,19,https://bwf.tournamentsoftware.com/player-profile/37B8D414-634F-4C3F-93AC-91C7399EF113
32,0,32,BRA,Ygor COELHO,96429,35610,15,https://bwf.tournamentsoftware.com/player-profile/D5A6B9B2-89B9-4ABF-93B2-BEF5DCA6FBD7
33,0,33,KOR,LEE Dong Keun,64933,35540,11,https://bwf.tournamentsoftware.com/player-profile/5A9A3A00-0127-4D24-9E0C-9555ABE22492
34,0,34,CHN,HUANG Yu Xiang,71261,34850,14,https://bwf.tournamentsoftware.com/player-profile/08924E50-C41F-4E27-95DB-6B7F9086A0CF
35,0,35,CHN,QIAO Bin,78828,34824,12,https://bwf.tournamentsoftware.com/player-profile/3DE4278B-CCA5-41A2-B0EE-65A4AB205FA3
36,0,36,GER,Marc ZWIEBLER,50858,34785,12,https://bwf.tournamentsoftware.com/player-profile/39E76D72-B750-49D1-864B-18FE1B2B3367
37,0,37,NED,Mark CALJOUW,76973,33310,16,https://bwf.tournamentsoftware.com/player-profile/EFBE7D9C-9DFA-462B-8E08-311DB08F7A88
38,0,38,IND,Ajay JAYARAM,55351,33065,10,https://bwf.tournamentsoftware.com/player-profile/C4E68A77-F815-443A-B109-F19A91BA687A
39,0,39,DEN,Emil HOLST,83122,33030,18,https://bwf.tournamentsoftware.com/player-profile/087CBD45-10F8-4304-82DE-2FB9E67CE48B
40,0,40,ESP,Pablo ABIAN,14251,31287,17,https://bwf.tournamentsoftware.com/player-profile/638FB7FF-AEC5-45EA-A2C2-0DBD6DA58BAB
41,0,41,DEN,Rasmus GEMKE,62855,30490,14,https://bwf.tournamentsoftware.com/player-profile/06E59783-2CDF-4BB5-92F0-7442B76E0481
42,0,42,HKG,LEE Cheuk Yiu,94780,30370,11,https://bwf.tournamentsoftware.com/player-profile/185EAD78-1D70-4CF1-99DE-EB9645BFA78D
43,0,43,MAS,LEE Zii Jia,81561,29340,14,https://bwf.tournamentsoftware.com/player-profile/21E9EAF0-5C86-416F-A942-C3ECA088ACDC
44,0,44,MAS,Zulfadli ZULKIFFLI,89511,28840,11,https://bwf.tournamentsoftware.com/player-profile/4CB96652-D91F-4559-8443-6F079336D333
45,0,45,MAS,CHONG Wei Feng,52030,28650,13,https://bwf.tournamentsoftware.com/player-profile/B4C578E6-C57D-4414-B7E5-F5C25E21D9E5
46,0,46,THA,Suppanyu AVIHINGSANON,46874,28521,16,https://bwf.tournamentsoftware.com/player-profile/7E30B761-859A-4C6A-BC30-651FFD4A7664
47,0,47,INA,Ihsan Maulana MUSTOFA,74154,28030,10,https://bwf.tournamentsoftware.com/player-profile/4EA760EE-7729-43FF-A727-B1F33F427D77
48,0,48,JPN,Kento MOMOTA,89785,27680,6,https://bwf.tournamentsoftware.com/player-profile/39EC811A-3BDF-4E29-93E9-CD1F0BD65990
49,0,49,IND,Sourabh VERMA,25925,27080,13,https://bwf.tournamentsoftware.com/player-profile/E5384E08-D2A5-4913-A8C8-A04DE72085AB
50,1,51,TPE,LIN Yu Hsien,91665,26560,18,https://bwf.tournamentsoftware.com/player-profile/E0E6A424-DC7B-4FB3-A08F-C8EB96A78044
51,1,52,ENG,Toby PENTY,88523,26539,16,https://bwf.tournamentsoftware.com/player-profile/37978491-5D79-47F9-8A0A-710B46871E4C
52,1,53,HKG,WEI Nan,53054,26510,16,https://bwf.tournamentsoftware.com/player-profile/D806DD9A-E8B0-4048-9EEA-23C989AE03A6
53,1,54,CHN,ZHAO Jun Peng,95930,25870,11,https://bwf.tournamentsoftware.com/player-profile/AC873DD7-89E0-4A52-8E12-1F5A0506E27A
54,1,55,IND,PARUPALLI Kashyap,53944,25670,11,https://bwf.tournamentsoftware.com/player-profile/0DE63AAB-7715-46DC-8F3A-845734C2FA54
55,1,56,VIE,Tien Minh NGUYEN,14107,25562,12,https://bwf.tournamentsoftware.com/player-profile/26791000-C115-4F98-A3F7-EC3A12D28386
56,1,57,JPN,Yu IGARASHI,64179,25546,14,https://bwf.tournamentsoftware.com/player-profile/F34A89B4-1542-436D-8AA0-DD461EFDE668
57,1,58,ISR,Misha ZILBERMAN,52953,25540,15,https://bwf.tournamentsoftware.com/player-profile/E538ADF6-1701-42A7-8BB2-A3AEBD094781
58,1,59,THA,Kantaphon WANGCHAROEN,92508,25390,14,https://bwf.tournamentsoftware.com/player-profile/21A8C5FA-2F36-467A-8399-6C2CCFC11E18
59,1,60,RUS,Vladimir MALKOV,51682,24712,14,https://bwf.tournamentsoftware.com/player-profile/4B101ABC-CF0C-46B3-8469-E354592F74DA
60,1,61,THA,Pannawit THONGNUAM,80800,24600,14,https://bwf.tournamentsoftware.com/player-profile/33941673-F1F5-4389-94CA-F3B480D47531
61,1,62,FRA,Lucas CORVEE,89416,24521,17,https://bwf.tournamentsoftware.com/player-profile/7B7EE09F-8741-4D40-8DBA-B07DB4171894
62,1,63,EST,Raul MUST,51531,24050,12,https://bwf.tournamentsoftware.com/player-profile/EC44637A-BF62-4998-8EEF-9B707FFE573E
63,-13,50,GER,Fabian ROTH,57297,23420,11,https://bwf.tournamentsoftware.com/player-profile/DEA4E911-16AF-4839-8AEB-F69AF1CA5BF8
64,0,64,IND,Subhankar DEY,60967,22780,17,https://bwf.tournamentsoftware.com/player-profile/94D292CA-AE2B-4386-8DD2-331432E2CC9F
65,1,66,MAS,SOONG Joo Ven,87117,21775,12,https://bwf.tournamentsoftware.com/player-profile/455A4370-6B13-48A8-9C06-727A505A1DBB
66,1,67,FIN,Kalle KOLJONEN,92655,21770,20,https://bwf.tournamentsoftware.com/player-profile/2DDBA2CA-65A3-4A4A-B999-8A709A7A8E83
