rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,TPE,TAI Tzu Ying,61427,94409,13,https://bwf.tournamentsoftware.com/player-profile/E7478462-B482-44AA-8170-A719B6AE45C9
2,0,2,IND,PUSARLA V. Sindhu,73173,81106,17,https://bwf.tournamentsoftware.com/player-profile/0BF2D10A-66EB-4B90-BB4B-3F70D4ADAD99
3,0,3,KOR,SUNG Jihyun,76594,76175,18,https://bwf.tournamentsoftware.com/player-profile/18BDE483-5C63-4C57-8D4F-47EEECBEA966
4,0,4,ESP,Carolina MARIN,18228,75437,15,https://bwf.tournamentsoftware.com/player-profile/213226C1-39FD-4443-A603-69E07939C39E
5,0,5,JPN,Akane YAMAGUCHI,96312,74499,18,https://bwf.tournamentsoftware.com/player-profile/1A40C2CC-EC5F-46A6-9860-8E67AC09CD3E
6,0,6,CHN,SUN Yu,92736,67591,12,https://bwf.tournamentsoftware.com/player-profile/2795C3EB-DEFB-4CF7-9B24-681239B6CB85
7,0,7,JPN,Nozomi OKUHARA,96713,66957,13,https://bwf.tournamentsoftware.com/player-profile/2D28B50A-695D-4CC0-9DAD-633D35E87B4D
8,0,8,CHN,HE Bing Jiao,87434,64892,16,https://bwf.tournamentsoftware.com/player-profile/4C24F628-477B-4A65-B2E0-67342034035E
9,0,9,THA,Ratchanok INTANON,35642,61511,15,https://bwf.tournamentsoftware.com/player-profile/99EA34EF-1515-4CE4-94A2-9A3304DD28A5
10,0,10,CHN,CHEN Yu Fei,78778,58630,15,https://bwf.tournamentsoftware.com/player-profile/5C227C4B-0D18-4C14-90CB-6CD5D3ABA9A8
11,0,11,USA,Beiwen ZHANG,53806,55220,16,https://bwf.tournamentsoftware.com/player-profile/CDD166DD-3FA5-41E9-BEC8-AE7134F1DFC6
12,0,12,IND,Saina NEHWAL,52748,53240,13,https://bwf.tournamentsoftware.com/player-profile/3E7EEDF9-07F0-474E-A02B-CB598BBE365A
13,0,13,JPN,Sayaka SATO,77317,49095,16,https://bwf.tournamentsoftware.com/player-profile/6C8F6FDE-65A8-4755-B8E3-4501791937C4
14,0,14,JPN,Aya OHORI,95189,47860,13,https://bwf.tournamentsoftware.com/player-profile/5829046A-E2C5-4DAB-9DEF-4DF806988861
