rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,CHN,LI Xue Rui,64643,92400,12,https://bwf.tournamentsoftware.com/player-profile/A8B4DEC1-972C-4517-9D80-4FBB300F91ED
2,1,3,CHN,WANG Shixian,83064,82120,14,https://bwf.tournamentsoftware.com/player-profile/2F7CBE3A-CD73-4B1F-9FB0-6C31A46C000B
3,1,4,CHN,WANG Yihan,53938,79858,12,https://bwf.tournamentsoftware.com/player-profile/9B30EE44-28C0-43FF-B4AE-17DADA30D29A
4,-2,2,THA,Ratchanok INTANON,35642,75838,13,https://bwf.tournamentsoftware.com/player-profile/99EA34EF-1515-4CE4-94A2-9A3304DD28A5
5,1,6,KOR,BAE Yeon Ju,22455,65450,18,https://bwf.tournamentsoftware.com/player-profile/7C473837-E787-4AB7-9221-CC5D88CA82A6
6,-1,5,KOR,SUNG Jihyun,76594,65258,17,https://bwf.tournamentsoftware.com/player-profile/18BDE483-5C63-4C57-8D4F-47EEECBEA966
7,1,8,TPE,TAI Tzu Ying,61427,59649,17,https://bwf.tournamentsoftware.com/player-profile/E7478462-B482-44AA-8170-A719B6AE45C9
8,-1,7,IND,Saina NEHWAL,52748,58030,14,https://bwf.tournamentsoftware.com/player-profile/3E7EEDF9-07F0-474E-A02B-CB598BBE365A
9,0,9,IND,PUSARLA V. Sindhu,73173,55032,14,https://bwf.tournamentsoftware.com/player-profile/0BF2D10A-66EB-4B90-BB4B-3F70D4ADAD99
10,0,10,THA,Porntip BURANAPRASERTSUK,54511,54460,18,https://bwf.tournamentsoftware.com/player-profile/0E37B63A-1D68-48EB-A948-A1EB8D72B171
11,0,11,JPN,Sayaka TAKAHASHI,34890,51517,18,https://bwf.tournamentsoftware.com/player-profile/7AB4EC1B-2FFD-4610-8090-5C63F5AF24D2
12,0,12,THA,Nitchaon JINDAPOL,57971,50507,19,https://bwf.tournamentsoftware.com/player-profile/4E3EB7BA-92FE-49F1-BA2F-309FF38357C7
13,0,13,ESP,Carolina MARIN,18228,49770,16,https://bwf.tournamentsoftware.com/player-profile/213226C1-39FD-4443-A603-69E07939C39E
14,2,16,JPN,Minatsu MITANI,66644,48177,16,https://bwf.tournamentsoftware.com/player-profile/6FEDE8B0-F788-416C-914D-38E23B4CED8A
15,0,15,JPN,Eriko HIROSE,15417,45460,15,https://bwf.tournamentsoftware.com/player-profile/73E0B6C9-9EB4-4E28-B08E-5BC5DABAEAD7
16,1,17,THA,Busanan ONGBAMRUNGPHAN,58271,45340,19,https://bwf.tournamentsoftware.com/player-profile/2E8E31B9-0832-43E8-A7CC-A620D9DF8DE0
17,-3,14,GER,Juliane SCHENK,13475,42880,9,https://bwf.tournamentsoftware.com/player-profile/36259742-0EA1-44EB-9E3D-67C77FDE005C
18,1,19,CHN,HAN Li,78288,42660,10,https://bwf.tournamentsoftware.com/player-profile/EB735FC9-9ED8-4C1B-8F92-C8DBEC2E1468
19,1,20,SCO,Kirsty GILMOUR,48528,42588,15,https://bwf.tournamentsoftware.com/player-profile/5DDC41B8-6CC4-4FA2-81DD-D9C7393C4107
20,-2,18,INA,Lindaweni FANETRI,96130,42032,14,https://bwf.tournamentsoftware.com/player-profile/C30CB5CE-AABC-4C9D-9EE8-0925091B1CBA
21,0,21,SGP,Juan GU,53782,41840,18,https://bwf.tournamentsoftware.com/player-profile/1B38E89D-6E83-4B8F-A251-C513A0056F6E
22,0,22,HKG,YIP Pui Yin,51649,41529,18,https://bwf.tournamentsoftware.com/player-profile/B368A130-10A6-4C37-886A-4EF8AE4D6E78
23,1,24,CAN,Michelle LI,84523,41311,16,https://bwf.tournamentsoftware.com/player-profile/133E8A7F-4D1A-4333-AB97-9BACE04294FA
