rank,rank_change,prev_rank,country,player,member_id,points,tournaments,profile_link
1,0,1,CHN,WANG Yihan,53938,87740,12,https://bwf.tournamentsoftware.com/player-profile/9B30EE44-28C0-43FF-B4AE-17DADA30D29A
2,0,2,CHN,WANG Shixian,83064,86937,13,https://bwf.tournamentsoftware.com/player-profile/2F7CBE3A-CD73-4B1F-9FB0-6C31A46C000B
3,0,3,CHN,WANG Xin,51520,73094,13,https://bwf.tournamentsoftware.com/player-profile/2CD47146-7081-4074-B3F4-2687F35B96FE
4,0,4,CHN,JIANG Yanjiao,14874,68310,12,https://bwf.tournamentsoftware.com/player-profile/26250F68-6DFA-4749-8DCE-80DDF964CF94
5,0,5,IND,Saina NEHWAL,52748,64687,12,https://bwf.tournamentsoftware.com/player-profile/3E7EEDF9-07F0-474E-A02B-CB598BBE365A
6,0,6,DEN,Tine BAUN,10358,59289,13,https://bwf.tournamentsoftware.com/player-profile/51BB0F6B-1D20-4A57-9DF1-92F958D9E47D
7,0,7,TPE,CHENG Shao Chieh,14864,57907,18,https://bwf.tournamentsoftware.com/player-profile/554CF19A-0F24-4FB1-95BB-83D04F5F439F
8,0,8,GER,Juliane SCHENK,13475,57874,18,https://bwf.tournamentsoftware.com/player-profile/36259742-0EA1-44EB-9E3D-67C77FDE005C
9,2,11,CHN,LIU Xin (F),14398,56140,12,https://bwf.tournamentsoftware.com/player-profile/FC610B10-2169-47E2-8EB1-4A0AA9F12DF3
10,-1,9,KOR,BAE Yeon Ju,22455,55218,19,https://bwf.tournamentsoftware.com/player-profile/7C473837-E787-4AB7-9221-CC5D88CA82A6
11,-1,10,THA,Porntip BURANAPRASERTSUK,54511,53870,17,https://bwf.tournamentsoftware.com/player-profile/0E37B63A-1D68-48EB-A948-A1EB8D72B171
12,0,12,KOR,SUNG Jihyun,76594,53181,17,https://bwf.tournamentsoftware.com/player-profile/18BDE483-5C63-4C57-8D4F-47EEECBEA966
13,0,13,THA,Ratchanok INTANON,35642,51993,21,https://bwf.tournamentsoftware.com/player-profile/99EA34EF-1515-4CE4-94A2-9A3304DD28A5
14,0,14,BUL,Petya NEDELCHEVA,12765,48833,17,https://bwf.tournamentsoftware.com/player-profile/D122C443-A2F9-4A06-B076-6BF717DEEB83
15,0,15,HKG,YIP Pui Yin,51649,48529,18,https://bwf.tournamentsoftware.com/player-profile/B368A130-10A6-4C37-886A-4EF8AE4D6E78
16,0,16,CHN,LI Xue Rui,64643,47630,12,https://bwf.tournamentsoftware.com/player-profile/A8B4DEC1-972C-4517-9D80-4FBB300F91ED
17,0,17,JPN,Sayaka SATO,77317,46850,20,https://bwf.tournamentsoftware.com/player-profile/6C8F6FDE-65A8-4755-B8E3-4501791937C4
18,0,18,JPN,Eriko HIROSE,15417,43901,15,https://bwf.tournamentsoftware.com/player-profile/73E0B6C9-9EB4-4E28-B08E-5BC5DABAEAD7
19,0,19,TPE,TAI Tzu Ying,61427,42457,23,https://bwf.tournamentsoftware.com/player-profile/E7478462-B482-44AA-8170-A719B6AE45C9
20,0,20,NED,YAO Jie,5564,42100,19,https://bwf.tournamentsoftware.com/player-profile/15EC2421-543A-4E50-B70C-04C4955053AE
21,0,21,THA,Salakjit PONSANA,50728,40670,19,https://bwf.tournamentsoftware.com/player-profile/8AD50FAA-26F0-44FB-B0FC-8C7B8A82E357
22,0,22,CHN,LU Lan,53057,38740,11,https://bwf.tournamentsoftware.com/player-profile/14243308-657A-463C-8073-46E9642DD038
23,2,25,SGP,Juan GU,53782,37889,20,https://bwf.tournamentsoftware.com/player-profile/1B38E89D-6E83-4B8F-A251-C513A0056F6E
24,0,24,JPN,Ai GOTO,54531,37860,18,https://bwf.tournamentsoftware.com/player-profile/F0CFD21C-8F7E-4AC9-AB36-8C58A7932E10
25,-2,23,FRA,PI Hongyan,9699,37569,12,https://bwf.tournamentsoftware.com/player-profile/6EBCEC0C-FB4A-458D-868F-F20C6A110A32
26,0,26,GER,Olga ROJ,15323,35020,14,https://bwf.tournamentsoftware.com/player-profile/5292AF26-8578-4016-98BC-F94E415870C9
27,0,27,JPN,Ayane KURIHARA,89285,33660,15,https://bwf.tournamentsoftware.com/player-profile/F8A21CE0-E18D-41C0-9A3E-63B293491231
28,0,28,ESP,Carolina MARIN,18228,32063,16,https://bwf.tournamentsoftware.com/player-profile/213226C1-39FD-4443-A603-69E07939C39E
29,0,29,SGP,Mingtian FU,53788,31447,19,https://bwf.tournamentsoftware.com/player-profile/AC1BA2EF-3EE2-4C07-B169-7340B47E432D
30,0,30,SCO,Susan EGELSTAFF,12818,31415,21,https://bwf.tournamentsoftware.com/player-profile/B989F1A0-8B4B-4F83-A604-FD9F12CE09CA
31,6,37,CAN,Michelle LI,84523,30953,17,https://bwf.tournamentsoftware.com/player-profile/133E8A7F-4D1A-4333-AB97-9BACE04294FA
32,1,33,UKR,Larisa GRIGA,51368,30892,16,https://bwf.tournamentsoftware.com/player-profile/8AC55945-CB21-4C78-8718-F6894B591BBC
33,-2,31,RUS,Anastasia PROKOPENKO,52640,30292,18,https://bwf.tournamentsoftware.com/player-profile/7EDD0552-1E1A-4D5B-B0AC-88D61772B0E9
34,-2,32,INA,Lindaweni FANETRI,96130,30170,15,https://bwf.tournamentsoftware.com/player-profile/C30CB5CE-AABC-4C9D-9EE8-0925091B1CBA
