rank,rank_change,prev_rank,country,player1,player2,member_id1,member_id2,points,tournaments,profile_link1,profile_link2
1,0,1,JPN/JPN,Misaki MATSUTOMO,Ayaka TAKAHASHI,43851,16981,85019,17,https://bwf.tournamentsoftware.com/player-profile/3319278B-2545-4645-902F-16E00D23B3B2,https://bwf.tournamentsoftware.com/player-profile/D7A1B626-34B4-420D-AB70-B70344C427E1
2,0,2,CHN/CHN,TIAN Qing,ZHAO Yunlei,52066,54522,81142,9,https://bwf.tournamentsoftware.com/player-profile/71032496-1ADE-43A1-805B-35D48C8091C7,https://bwf.tournamentsoftware.com/player-profile/11E5143C-EEB1-456F-BECB-04E324DD3B04
3,0,3,CHN/CHN,WANG Xiaoli,YU Yang (F),14393,51667,75240,9,https://bwf.tournamentsoftware.com/player-profile/2F7C0DD5-7428-4118-8D32-2B3359B135D3,https://bwf.tournamentsoftware.com/player-profile/740D0C46-DB36-4F42-BB3C-0E0C592CE7B7
4,0,4,CHN/CHN,LUO Ying,LUO Yu,61851,20296,72530,13,https://bwf.tournamentsoftware.com/player-profile/20ED1061-B70F-48A4-85F7-C42FEA72F338,https://bwf.tournamentsoftware.com/player-profile/A63930EE-6D6D-4C41-A000-7FEA3E8412B5
5,0,5,DEN/DEN,Kamilla Rytter JUHL,Christinna PEDERSEN,51436,53759,65470,15,https://bwf.tournamentsoftware.com/player-profile/20637175-FA61-41DB-9DA9-2A9127D65E2E,https://bwf.tournamentsoftware.com/player-profile/85081060-9A74-4413-9FF1-C180EF881904
6,0,6,JPN/JPN,Reika KAKIIWA,Miyuki MAEDA,70308,53150,64423,16,https://bwf.tournamentsoftware.com/player-profile/AA821C04-905D-4818-B0ED-BF528A5726A3,https://bwf.tournamentsoftware.com/player-profile/C69FB839-AA98-4D3B-8F6F-8F50EAFFF521
7,0,7,INA/INA,Nitya Krishinda MAHESWARI,Greysia POLII,54272,14729,56697,13,https://bwf.tournamentsoftware.com/player-profile/D1B4EEB6-3448-4171-9D51-5FAF42BB6D3E,https://bwf.tournamentsoftware.com/player-profile/599974C3-A697-4ED9-BEBB-81B5FB695C96
8,0,8,KOR/KOR,LEE Sohee,SHIN Seungchan,91292,87473,50690,13,https://bwf.tournamentsoftware.com/player-profile/4DAE6313-51EB-4898-971A-F2BB982F88A2,https://bwf.tournamentsoftware.com/player-profile/4C2062BD-C672-4458-87BE-0C8F89E87DC7
9,0,9,NED/NED,Eefje MUSKENS,Selena PIEK,54453,67176,49075,17,https://bwf.tournamentsoftware.com/player-profile/C40370DD-92EB-4065-922F-4B02C12383A0,https://bwf.tournamentsoftware.com/player-profile/CF686284-0DA5-49BA-B50B-AB77715108E2
10,9,19,CHN/CHN,MA Jin,TANG Yuanting,95281,86088,47249,6,https://bwf.tournamentsoftware.com/player-profile/FCF2D049-4CF1-4917-B562-B42D9BFE8590,https://bwf.tournamentsoftware.com/player-profile/6B37E2C8-31B7-4A77-A875-304C9C26CF7A
11,0,11,MAS/MAS,Vivian HOO,WOON Khe Wei,54149,53154,46554,14,https://bwf.tournamentsoftware.com/player-profile/6F73C2D0-E610-4B9A-85C9-D176DF389E1E,https://bwf.tournamentsoftware.com/player-profile/F96A451E-D8FC-4618-AB5D-5565E06BEA0A
12,-2,10,CHN/CHN,OU Dongni,YU Xiao Han,93929,62554,46450,8,https://bwf.tournamentsoftware.com/player-profile/2E6AE826-F107-4656-821B-561129F5303E,https://bwf.tournamentsoftware.com/player-profile/8B49800A-D055-4035-B216-FF390EE8616C
13,-1,12,KOR/KOR,CHANG Ye Na,KIM Soyeong,54361,55874,43496,8,https://bwf.tournamentsoftware.com/player-profile/D932CDC1-56DF-4C0F-986A-F48051735267,https://bwf.tournamentsoftware.com/player-profile/45732A07-0645-4881-A257-53BD1AECB639
14,-1,13,INA/INA,Pia Zebadiah BERNADET,Rizki Amelia PRADIPTA,52730,91654,42636,13,https://bwf.tournamentsoftware.com/player-profile/1F05B505-5CEC-43A4-8AFC-DA4B08C099FB,https://bwf.tournamentsoftware.com/player-profile/7D85998E-CB37-4E4C-A154-3A3B779A99FA
15,-1,14,JPN/JPN,Shizuka MATSUO,Mami NAITO,55111,54524,42353,11,https://bwf.tournamentsoftware.com/player-profile/E1558AD0-9C69-4D90-B76F-5EFA4FA9BEF1,https://bwf.tournamentsoftware.com/player-profile/BEA95DD2-881A-4665-8119-DA780CE58C2B
16,-1,15,KOR/KOR,JUNG Kyung Eun,KIM Ha Na,16745,73982,41958,7,https://bwf.tournamentsoftware.com/player-profile/0CDB0F6A-A460-4150-A963-8D8EABA4CF26,https://bwf.tournamentsoftware.com/player-profile/DA4A8768-95FF-4476-8AF6-9DEF5EE7935C
17,1,18,THA/THA,Puttita SUPAJIRAKUL,Sapsiree TAERATTANACHAI,68441,67158,40675,19,https://bwf.tournamentsoftware.com/player-profile/2BA2F4ED-FBDE-4FEB-8619-A5FF4373774B,https://bwf.tournamentsoftware.com/player-profile/EA2B13F3-2BB7-48A6-836E-9F911A4B48AB
18,-2,16,INA/INA,Shendy Puspa IRAWATI,Vita MARISSA,15813,10360,39820,11,https://bwf.tournamentsoftware.com/player-profile/4E8DFE1D-75EC-4E3A-9F38-B51D1A18FCAA,https://bwf.tournamentsoftware.com/player-profile/5B22630F-99BD-423D-BA6F-CE50F4090D9F
19,-2,17,BUL/BUL,Gabriela STOEVA,Stefani STOEVA,43840,46169,39780,17,https://bwf.tournamentsoftware.com/player-profile/1C978A76-4F18-48C8-8870-D1EB8FF0B250,https://bwf.tournamentsoftware.com/player-profile/37F09748-6834-46BC-B6B8-0AA8087CEB45
20,0,20,KOR/KOR,GO Ah Ra,YOO Chae Ran,35131,79061,38849,11,https://bwf.tournamentsoftware.com/player-profile/DDBED1A2-D672-4190-8F58-FCC5968FAC50,https://bwf.tournamentsoftware.com/player-profile/C1C9F22E-C8EA-4B21-BA99-D71699CF621D
21,1,22,IND/IND,Jwala GUTTA,Ashwini PONNAPPA,50884,49765,38634,15,https://bwf.tournamentsoftware.com/player-profile/D28DF6CB-3B5B-42DB-8347-5519A0117429,https://bwf.tournamentsoftware.com/player-profile/F3875CB7-E471-43E6-85AB-E5491472A119
22,-1,21,CHN/CHN,BAO Yixin,TANG Jin Hua,80939,39056,38080,8,https://bwf.tournamentsoftware.com/player-profile/AF4A3946-DA47-4488-AD5A-2D1D1C42D5E3,https://bwf.tournamentsoftware.com/player-profile/9EF4AA92-6B87-459F-87C4-062CA2045ACD
23,0,23,USA/USA,Eva LEE,Paula Lynn CAO HOK,14814,13381,37921,19,https://bwf.tournamentsoftware.com/player-profile/83A6AD7A-AD98-47BA-ACAA-D85456BE215C,https://bwf.tournamentsoftware.com/player-profile/5B2F6660-05AC-4458-A946-40E432BDF3AF
24,0,24,GER/GER,Carla NYENHUIS,Johanna GOLISZEWSKI,61184,52280,37450,17,https://bwf.tournamentsoftware.com/player-profile/389E7D1E-699B-4251-B74F-E7BE5E670F68,https://bwf.tournamentsoftware.com/player-profile/D5F668D7-5484-495E-B0EA-83E06C6F026F
25,0,25,MAS/MAS,Amelia Alicia ANSCELLY,SOONG Fie Cho,52081,55470,35558,14,https://bwf.tournamentsoftware.com/player-profile/BE33C221-A5E8-4943-B7F7-A3BC2D83919B,https://bwf.tournamentsoftware.com/player-profile/CAD32F03-F3B3-4B43-872D-1DC9C77506C5
