rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,JPN / JPN,"Yuki FUKUSHIMA, Sayaka HIROTA",0,145 - 49,"$501,497.73","96,708 / 18","https://bwfbadminton.com/player/71023/yuki-fukushima,https://bwfbadminton.com/player/94519/sayaka-hirota","71023, 94519"
2,JPN / JPN,"Misaki MATSUTOMO, Ayaka TAKAHASHI",0,349 - 122,"$1,052,137.24","88,692 / 17","https://bwfbadminton.com/player/43851/misaki-matsutomo,https://bwfbadminton.com/player/16981/ayaka-takahashi","43851, 16981"
3,CHN / CHN,"CHEN Qing Chen, JIA Yi Fan",0,148 - 43,"$532,105.01","82,606 / 16","https://bwfbadminton.com/player/94125/chen-qing-chen,https://bwfbadminton.com/player/65144/jia-yi-fan","94125, 65144"
4,JPN / JPN,"Mayu MATSUMOTO, Wakana NAGAHARA",0,87 - 36,"$213,284.98","81,980 / 14","https://bwfbadminton.com/player/81609/mayu-matsumoto,https://bwfbadminton.com/player/77832/wakana-nagahara","81609, 77832"
5,INA / INA,"Greysia POLII, Apriyani RAHAYU",0,60 - 21,"$416,500.64","81,765 / 15","https://bwfbadminton.com/player/14729/greysia-polii,https://bwfbadminton.com/player/81462/apriyani-rahayu","14729, 81462"
6,JPN / JPN,"Shiho TANAKA, Koharu YONEMOTO",0,101 - 47,"$293,598.82","74,621 / 16","https://bwfbadminton.com/player/96927/shiho-tanaka,https://bwfbadminton.com/player/26238/koharu-yonemoto","96927, 26238"
7,THA / THA,"Jongkolphan KITITHARAKUL, Rawinda PRAJONGJAI",0,123 - 85,"$147,937.88","66,072 / 19","https://bwfbadminton.com/player/24686/jongkolphan-kititharakul,https://bwfbadminton.com/player/84669/rawinda-prajongjai","24686, 84669"
8,BUL / BUL,"Gabriela STOEVA, Stefani STOEVA",+1,238 - 100,"$174,242.28","63,350 / 17","https://bwfbadminton.com/player/43840/gabriela-stoeva,https://bwfbadminton.com/player/46169/stefani-stoeva","43840, 46169"
9,KOR / KOR,"LEE Sohee, SHIN Seungchan",-1,120 - 66,"$511,856.85","62,979 / 16","https://bwfbadminton.com/player/91292/lee-sohee,https://bwfbadminton.com/player/87473/shin-seungchan","91292, 87473"
10,JPN / JPN,"Ayako SAKURAMOTO, Yukiko TAKAHATA",0,69 - 16,"$112,153.63","61,870 / 13","https://bwfbadminton.com/player/83211/ayako-sakuramoto,https://bwfbadminton.com/player/63277/yukiko-takahata","83211, 63277"
11,DEN / DEN,"Kamilla Rytter JUHL, Christinna PEDERSEN",0,265 - 105,"$749,744.67","59,384 / 9","https://bwfbadminton.com/player/51436/kamilla-rytter-juhl,https://bwfbadminton.com/player/53759/christinna-pedersen","51436, 53759"
12,CHN / CHN,"DU Yue, LI Yin Hui",0,32 - 22,"$108,195.02","56,948 / 15","https://bwfbadminton.com/player/65984/du-yue,https://bwfbadminton.com/player/82249/li-yin-hui","65984, 82249"
13,INA / INA,"Della Destiara HARIS, Rizki Amelia PRADIPTA",0,37 - 25,"$150,756.75","53,740 / 18","https://bwfbadminton.com/player/66961/della-destiara-haris,https://bwfbadminton.com/player/91654/rizki-amelia-pradipta","66961, 91654"
14,JPN / JPN,"Nami MATSUYAMA, Chiharu SHIDA",+2,48 - 20,"$76,242.99","49,840 / 12","https://bwfbadminton.com/player/65212/nami-matsuyama,https://bwfbadminton.com/player/68282/chiharu-shida","65212, 68282"
15,DEN / DEN,"Maiken FRUERGAARD, Sara THYGESEN",-1,82 - 73,"$54,239.77","49,338 / 18","https://bwfbadminton.com/player/70042/maiken-fruergaard,https://bwfbadminton.com/player/68189/sara-thygesen","70042, 68189"
16,JPN / JPN,"Naoko FUKUMAN, Kurumi YONAO",-1,134 - 86,"$186,464.98","48,120 / 16","https://bwfbadminton.com/player/56251/naoko-fukuman,https://bwfbadminton.com/player/56417/kurumi-yonao","56251, 56417"
17,INA / INA,"Anggia Shitta AWANDA, Ni Ketut Mahadewi ISTARANI",0,67 - 41,"$94,850.11","46,554 / 13","https://bwfbadminton.com/player/95620/anggia-shitta-awanda,https://bwfbadminton.com/player/84362/ni-ketut-mahadewi-istarani","95620, 84362"
18,MAS / MAS,"CHOW Mei Kuan, LEE Meng Yean",0,76 - 67,"$51,067.22","44,802 / 16","https://bwfbadminton.com/player/12411/chow-mei-kuan,https://bwfbadminton.com/player/93215/lee-meng-yean","12411, 93215"
19,CHN / CHN,"TANG Jin Hua, YU Xiao Han",0,19 - 11,"$475,433.13","43,630 / 12","https://bwfbadminton.com/player/39056/tang-jin-hua,https://bwfbadminton.com/player/62554/yu-xiao-han","39056, 62554"
20,KOR /  / KOR,"JUNG Kyung Eun, CHANG Ye Na",+1,32 - 24,"$551,040.74","40,990 / 11","https://bwfbadminton.com/player/16745/jung-kyung-eun,https://bwfbadminton.com/player/54361/chang-ye-na","16745, 54361"
21,NED / NED,"Selena PIEK, Cheryl SEINEN",-1,27 - 16,"$88,804.19","40,150 / 15","https://bwfbadminton.com/player/67176/selena-piek,https://bwfbadminton.com/player/70503/cheryl-seinen","67176, 70503"
22,THA / THA,"Chayanit CHALADCHALAM, Phataimas MUENWONG",0,84 - 60,"$44,410.60","39,499 / 17","https://bwfbadminton.com/player/67168/chayanit-chaladchalam,https://bwfbadminton.com/player/56460/phataimas-muenwong","67168, 56460"
23,CHN / CHN,"HUANG Dong Ping, LI Wen Mei",0,14 - 10,"$84,241.89","39,430 / 9","https://bwfbadminton.com/player/89426/huang-dong-ping,https://bwfbadminton.com/player/78837/li-wen-mei","89426, 78837"
24,TPE / TPE,"HSU Ya Ching, WU Ti Jung",0,24 - 49,"$56,661.84","39,417 / 22","https://bwfbadminton.com/player/74561/hsu-ya-ching,https://bwfbadminton.com/player/95143/wu-ti-jung","74561, 95143"
25,FRA / FRA,"Emilie LEFEL, Anne TRAN",0,57 - 46,"$20,748.25","38,171 / 20","https://bwfbadminton.com/player/54079/emilie-lefel,https://bwfbadminton.com/player/98854/anne-tran","54079, 98854"
26,IND / IND,"Ashwini PONNAPPA, REDDY N. Sikki",0,33 - 33,"$65,977.11","37,066 / 11","https://bwfbadminton.com/player/49765/ashwini-ponnappa,https://bwfbadminton.com/player/17515/reddy-n-sikki","49765, 17515"
27,JPN / JPN,"Misato ARATAMA, Akane WATANABE",+3,53 - 22,"$39,460.67","36,820 / 13","https://bwfbadminton.com/player/65865/misato-aratama,https://bwfbadminton.com/player/55712/akane-watanabe","65865, 55712"
28,RUS / RUS,"Ekaterina MALKOVA, Alina DAVLETOVA",-1,40 - 26,"$24,455.00","35,896 / 18","https://bwfbadminton.com/player/81907/ekaterina-malkova,https://bwfbadminton.com/player/72565/alina-davletova","81907, 72565"
29,KOR / KOR,"KIM Soyeong, KONG Heeyong",-1,16 - 11,"$126,205.61","35,880 / 8","https://bwfbadminton.com/player/55874/kim-soyeong,https://bwfbadminton.com/player/71391/kong-heeyong","55874, 71391"
30,HKG / HKG,"NG Tsz Yau, YUEN Sin Ying",+6,19 - 10,"$19,054.00","33,497 / 11","https://bwfbadminton.com/player/61986/ng-tsz-yau,https://bwfbadminton.com/player/88932/yuen-sin-ying","61986, 88932"
31,KOR / KOR,"BAEK Ha Na, LEE Yu Lim",0,26 - 10,"$20,833.74","32,333 / 9","https://bwfbadminton.com/player/56706/baek-ha-na,https://bwfbadminton.com/player/66115/lee-yu-lim","56706, 66115"
32,IND / IND,"JAKKAMPUDI Meghana, S RAM Poorvisha",0,21 - 34,"$15,275.36","32,228 / 17","https://bwfbadminton.com/player/59206/jakkampudi-meghana,https://bwfbadminton.com/player/73496/s-ram-poorvisha","59206, 73496"
33,INA / INA,"Agatha IMANUELA, Siti Fadia Silva RAMADHANTI",0,28 - 17,"$14,218.76","32,220 / 10","https://bwfbadminton.com/player/81486/agatha-imanuela,https://bwfbadminton.com/player/88097/siti-fadia-silva-ramadhanti","81486, 88097"
34,FRA / FRA,"Delphine DELRUE, Lea PALERMO",0,39 - 34,"$16,014.61","31,544 / 16","https://bwfbadminton.com/player/70762/delphine-delrue,https://bwfbadminton.com/player/98329/lea-palermo","70762, 98329"
35,CAN / CAN,"Rachel HONDERICH, Kristen TSAI",0,18 - 10,"$8,469.87","30,715 / 10","https://bwfbadminton.com/player/95664/rachel-honderich,https://bwfbadminton.com/player/72164/kristen-tsai","95664, 72164"
36,GER / GER,"Johanna GOLISZEWSKI, Lara KAEPPLEIN",+1,27 - 37,"$33,817.62","29,609 / 17","https://bwfbadminton.com/player/52280/johanna-goliszewski,https://bwfbadminton.com/player/88659/lara-kaepplein","52280, 88659"
37,CHN / CHN,"CAO Tong Wei, ZHENG Yu",+1,14 - 8,"$21,240.64","29,252 / 8","https://bwfbadminton.com/player/81345/cao-tong-wei,https://bwfbadminton.com/player/85331/zheng-yu","81345, 85331"
38,KOR / KOR,"KIM Hyerin, KONG Heeyong",+1,19 - 14,"$78,919.99","28,953 / 6","https://bwfbadminton.com/player/57824/kim-hyerin,https://bwfbadminton.com/player/71391/kong-heeyong","57824, 71391"
39,GER / GER,"Isabel HERTTRICH, Carla NYENHUIS",-10,63 - 54,"$46,797.24","28,717 / 10","https://bwfbadminton.com/player/98052/isabel-herttrich,https://bwfbadminton.com/player/61184/carla-nyenhuis","98052, 61184"
40,HKG / HKG,"NG Wing Yung, YEUNG Nga Ting",+1,12 - 14,"$9,632.36","27,490 / 14","https://bwfbadminton.com/player/87616/ng-wing-yung,https://bwfbadminton.com/player/68015/yeung-nga-ting","87616, 68015"
41,THA / THA,"Savitree AMITRAPAI, Pacharapun CHOCHUWONG",-1,32 - 26,"$38,468.02","27,232 / 12","https://bwfbadminton.com/player/53582/savitree-amitrapai,https://bwfbadminton.com/player/94446/pacharapun-chochuwong","53582, 94446"
42,TUR / TUR,"Bengisu ERCETIN, Nazlıcan INCI",+3,46 - 22,"$4,887.50","26,993 / 11","https://bwfbadminton.com/player/62426/bengisu-ercetin,https://bwfbadminton.com/player/73023/nazl%C4%B1can-inci","62426, 73023"
43,SWE / SWE,"Emma KARLSSON, Johanna MAGNUSSON",+1,37 - 25,"$6,968.74","26,937 / 16","https://bwfbadminton.com/player/98566/emma-karlsson,https://bwfbadminton.com/player/73556/johanna-magnusson","98566, 73556"
44,USA / USA,"Ariel LEE, Sydney LEE",-2,6 - 26,"$6,261.88","26,330 / 17","https://bwfbadminton.com/player/59441/ariel-lee,https://bwfbadminton.com/player/84770/sydney-lee","59441, 84770"
45,TPE / TPE,"CHEN Hsiao Huan, HU Ling Fang",-2,11 - 11,"$14,075.58","26,070 / 11","https://bwfbadminton.com/player/51518/chen-hsiao-huan,https://bwfbadminton.com/player/87176/hu-ling-fang","51518, 87176"
46,TPE / TPE,"CHIANG Kai Hsin, HUNG Shih Han",0,18 - 44,"$27,293.05","24,974 / 11","https://bwfbadminton.com/player/84929/chiang-kai-hsin,https://bwfbadminton.com/player/53628/hung-shih-han","84929, 53628"
47,CHN / CHN,"YU Xiao Han, HUANG Ya Qiong",0,49 - 17,"$246,172.51","24,940 / 4","https://bwfbadminton.com/player/62554/yu-xiao-han,https://bwfbadminton.com/player/63168/huang-ya-qiong","62554, 63168"
