rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,CHN / CHN,"CHEN Qing Chen, JIA Yi Fan",0,124 - 34,"$454,773.75","84,682 / 15","https://bwfbadminton.com/player/94125/chen-qing-chen,https://bwfbadminton.com/player/65144/jia-yi-fan","94125, 65144"
2,DEN / DEN,"Kamilla Rytter JUHL, Christinna PEDERSEN",0,265 - 103,"$746,219.67","80,148 / 15","https://bwfbadminton.com/player/51436/kamilla-rytter-juhl,https://bwfbadminton.com/player/53759/christinna-pedersen","51436, 53759"
3,JPN / JPN,"Misaki MATSUTOMO, Ayaka TAKAHASHI",0,309 - 114,"$825,355.98","79,070 / 15","https://bwfbadminton.com/player/43851/misaki-matsutomo,https://bwfbadminton.com/player/16981/ayaka-takahashi","43851, 16981"
4,JPN / JPN,"Yuki FUKUSHIMA, Sayaka HIROTA",0,104 - 41,"$235,897.73","75,643 / 15","https://bwfbadminton.com/player/71023/yuki-fukushima,https://bwfbadminton.com/player/94519/sayaka-hirota","71023, 94519"
5,JPN / JPN,"Shiho TANAKA, Koharu YONEMOTO",0,82 - 37,"$237,448.82","73,261 / 14","https://bwfbadminton.com/player/96927/shiho-tanaka,https://bwfbadminton.com/player/26238/koharu-yonemoto","96927, 26238"
6,INA / INA,"Greysia POLII, Apriyani RAHAYU",0,32 - 11,"$333,350.64","64,684 / 14","https://bwfbadminton.com/player/14729/greysia-polii,https://bwfbadminton.com/player/81462/apriyani-rahayu","14729, 81462"
7,KOR / KOR,"LEE Sohee, SHIN Seungchan",0,111 - 55,"$484,800.59","63,219 / 10","https://bwfbadminton.com/player/91292/lee-sohee,https://bwfbadminton.com/player/87473/shin-seungchan","91292, 87473"
8,THA / THA,"Jongkolphan KITITHARAKUL, Rawinda PRAJONGJAI",0,103 - 71,"$116,124.12","57,050 / 15","https://bwfbadminton.com/player/24686/jongkolphan-kititharakul,https://bwfbadminton.com/player/84669/rawinda-prajongjai","24686, 84669"
9,KOR / KOR,"CHANG Ye Na, LEE Sohee",0,118 - 43,"$526,973.07","53,129 / 8","https://bwfbadminton.com/player/54361/chang-ye-na,https://bwfbadminton.com/player/91292/lee-sohee","54361, 91292"
10,CHN / CHN,"YU Xiao Han, HUANG Ya Qiong",0,48 - 16,"$232,720.00","51,710 / 10","https://bwfbadminton.com/player/62554/yu-xiao-han,https://bwfbadminton.com/player/63168/huang-ya-qiong","62554, 63168"
11,JPN / JPN,"Mayu MATSUMOTO, Wakana NAGAHARA",0,58 - 29,"$50,772.48","50,570 / 11","https://bwfbadminton.com/player/81609/mayu-matsumoto,https://bwfbadminton.com/player/77832/wakana-nagahara","81609, 77832"
12,BUL / BUL,"Gabriela STOEVA, Stefani STOEVA",0,209 - 93,"$113,229.78","49,605 / 17","https://bwfbadminton.com/player/43840/gabriela-stoeva,https://bwfbadminton.com/player/46169/stefani-stoeva","43840, 46169"
13,INA / INA,"Della Destiara HARIS, Rizki Amelia PRADIPTA",0,24 - 12,"$122,453.62","45,258 / 10","https://bwfbadminton.com/player/66961/della-destiara-haris,https://bwfbadminton.com/player/91654/rizki-amelia-pradipta","66961, 91654"
