rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,KOR / KOR,"LEE Yong Dae, YOO Yeon Seong",0,133 - 22,"$1,195,185.61","94,130 / 18","https://bwfbadminton.com/player/52774/lee-yong-dae,https://bwfbadminton.com/player/52273/yoo-yeon-seong","52774, 52273"
2,INA / INA,"Hendra SETIAWAN, Mohammad AHSAN",0,138 - 37,"$700,463.12","84,470 / 19","https://bwfbadminton.com/player/51074/hendra-setiawan,https://bwfbadminton.com/player/52749/mohammad-ahsan","51074, 52749"
3,CHN / CHN,"CHAI Biao, HONG Wei",0,85 - 35,"$378,164.99","71,775 / 19","https://bwfbadminton.com/player/96784/chai-biao,https://bwfbadminton.com/player/69809/hong-wei","96784, 69809"
4,CHN / CHN,"FU Haifeng, ZHANG Nan",0,66 - 21,"$517,883.12","71,347 / 14","https://bwfbadminton.com/player/51729/fu-haifeng,https://bwfbadminton.com/player/35357/zhang-nan","51729, 35357"
5,DEN / DEN,"Mathias BOE, Carsten MOGENSEN",0,343 - 111,"$764,887.10","69,784 / 13","https://bwfbadminton.com/player/50292/mathias-boe,https://bwfbadminton.com/player/51304/carsten-mogensen","50292, 51304"
6,JPN / JPN,"Hiroyuki ENDO, Kenichi HAYAKAWA",0,202 - 109,"$289,294.09","67,707 / 19","https://bwfbadminton.com/player/54026/hiroyuki-endo,https://bwfbadminton.com/player/54527/kenichi-hayakawa","54026, 54527"
7,KOR / KOR,"KIM Gi Jung, KIM Sa Rang",0,162 - 69,"$297,254.72","66,237 / 23","https://bwfbadminton.com/player/39276/kim-gi-jung,https://bwfbadminton.com/player/84007/kim-sa-rang","39276, 84007"
8,KOR / KOR,"KO Sung Hyun, SHIN Baekcheol",0,77 - 34,"$441,540.21","63,660 / 18","https://bwfbadminton.com/player/88094/ko-sung-hyun,https://bwfbadminton.com/player/54785/shin-baekcheol","88094, 54785"
9,RUS / RUS,"Vladimir IVANOV, Ivan SOZONOV",0,200 - 90,"$160,113.48","59,123 / 22","https://bwfbadminton.com/player/53924/vladimir-ivanov,https://bwfbadminton.com/player/67068/ivan-sozonov","53924, 67068"
10,CHN / CHN,"LIU Xiaolong, QIU Zihan",0,130 - 89,"$197,918.73","58,425 / 19","https://bwfbadminton.com/player/11777/liu-xiaolong,https://bwfbadminton.com/player/47277/qiu-zihan","11777, 47277"
11,DEN / DEN,"Mads CONRAD-PETERSEN, Mads Pieler KOLDING",0,117 - 53,"$125,804.89","58,133 / 19","https://bwfbadminton.com/player/42722/mads-conrad-petersen,https://bwfbadminton.com/player/52958/mads-pieler-kolding","42722, 52958"
12,INA / INA,"Angga PRATAMA, Ricky KARANDASUWARDI",0,45 - 21,"$116,791.83","56,814 / 17","https://bwfbadminton.com/player/61855/angga-pratama,https://bwfbadminton.com/player/66493/ricky-karandasuwardi","61855, 66493"
13,CHN / CHN,"LI Jun Hui, LIU Yu Chen",+1,70 - 29,"$78,930.00","54,322 / 16","https://bwfbadminton.com/player/79059/li-jun-hui,https://bwfbadminton.com/player/93367/liu-yu-chen","79059, 93367"
