rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,INA / INA,"Marcus Fernaldi GIDEON, Kevin Sanjaya SUKAMULJO",0,231 - 50,"$1,565,038.59","105,203 / 18","https://bwfbadminton.com/player/26394/marcus-fernaldi-gideon,https://bwfbadminton.com/player/80057/kevin-sanjaya-sukamuljo","26394, 80057"
2,INA / INA,"Hendra SETIAWAN, Mohammad AHSAN",0,245 - 73,"$1,136,686.26","94,887 / 20","https://bwfbadminton.com/player/51074/hendra-setiawan,https://bwfbadminton.com/player/52749/mohammad-ahsan","51074, 52749"
3,CHN / CHN,"LI Jun Hui, LIU Yu Chen",0,227 - 84,"$696,062.52","86,950 / 19","https://bwfbadminton.com/player/79059/li-jun-hui,https://bwfbadminton.com/player/93367/liu-yu-chen","79059, 93367"
4,JPN / JPN,"Takeshi KAMURA, Keigo SONODA",0,260 - 130,"$610,810.23","82,103 / 20","https://bwfbadminton.com/player/70969/takeshi-kamura,https://bwfbadminton.com/player/90623/keigo-sonoda","70969, 90623"
5,INA / INA,"Fajar ALFIAN, Muhammad Rian ARDIANTO",0,156 - 71,"$249,132.88","74,135 / 21","https://bwfbadminton.com/player/88876/fajar-alfian,https://bwfbadminton.com/player/91130/muhammad-rian-ardianto","88876, 91130"
6,JPN / JPN,"Hiroyuki ENDO, Yuta WATANABE",0,83 - 49,"$447,055.23","73,133 / 21","https://bwfbadminton.com/player/54026/hiroyuki-endo,https://bwfbadminton.com/player/58240/yuta-watanabe","54026, 58240"
7,TPE / TPE,"LEE Yang, WANG Chi-Lin",+5,47 - 21,"$300,949.63","61,008 / 25","https://bwfbadminton.com/player/69448/lee-yang,https://bwfbadminton.com/player/96514/wang-chi-lin","69448, 96514"
8,CHN / CHN,"HAN Cheng Kai, ZHOU Hao Dong",+1,80 - 51,"$189,656.28","60,187 / 21","https://bwfbadminton.com/player/66491/han-cheng-kai,https://bwfbadminton.com/player/61160/zhou-hao-dong","66491, 61160"
9,DEN / DEN,"Kim ASTRUP, Anders Skaarup RASMUSSEN",+1,200 - 124,"$303,455.51","59,869 / 19","https://bwfbadminton.com/player/92980/kim-astrup,https://bwfbadminton.com/player/44414/anders-skaarup-rasmussen","92980, 44414"
10,MAS / MAS,"GOH V Shem, TAN Wee Kiong",+3,185 - 92,"$478,431.83","59,750 / 22","https://bwfbadminton.com/player/54805/goh-v-shem,https://bwfbadminton.com/player/52071/tan-wee-kiong","54805, 52071"
11,MAS / MAS,"Aaron CHIA, SOH Wooi Yik",0,63 - 40,"$105,931.61","59,021 / 23","https://bwfbadminton.com/player/56203/aaron-chia,https://bwfbadminton.com/player/99389/soh-wooi-yik","56203, 99389"
12,KOR / KOR,"CHOI SolGyu, SEO Seungjae",-5,56 - 19,"$148,116.88","58,710 / 18","https://bwfbadminton.com/player/67810/choi-solgyu,https://bwfbadminton.com/player/66513/seo-seungjae","67810, 66513"
13,IND / IND,"Satwiksairaj RANKIREDDY, Chirag SHETTY",-5,89 - 54,"$135,538.36","57,500 / 13","https://bwfbadminton.com/player/72435/satwiksairaj-rankireddy,https://bwfbadminton.com/player/70500/chirag-shetty","72435, 70500"
14,JPN / JPN,"Takuro HOKI, Yugo KOBAYASHI",0,89 - 75,"$131,785.12","54,526 / 19","https://bwfbadminton.com/player/81657/takuro-hoki,https://bwfbadminton.com/player/67903/yugo-kobayashi","81657, 67903"
15,TPE / TPE,"LIAO Min Chun, SU Ching Heng",0,91 - 62,"$149,805.84","50,326 / 28","https://bwfbadminton.com/player/53230/liao-min-chun,https://bwfbadminton.com/player/88829/su-ching-heng","53230, 88829"
16,TPE / TPE,"LU Ching Yao, YANG Po Han",0,111 - 76,"$128,784.89","48,113 / 29","https://bwfbadminton.com/player/56746/lu-ching-yao,https://bwfbadminton.com/player/59709/yang-po-han","56746, 59709"
17,GER / GER,"Mark LAMSFUSS, Marvin SEIDEL",0,91 - 65,"$54,823.03","47,885 / 24","https://bwfbadminton.com/player/68045/mark-lamsfuss,https://bwfbadminton.com/player/64909/marvin-seidel","68045, 64909"
