rank,rank_change,prev_rank,country,player1,player2,member_id1,member_id2,points,tournaments,profile_link1,profile_link2
1,1,2,MAS/MAS,Kien Keat KOO,TAN Boon Heong,14288,52703,73399,14,https://bwf.tournamentsoftware.com/player-profile/35B3A06C-F48F-4B28-8C72-E9A461F52EFF,https://bwf.tournamentsoftware.com/player-profile/68C7E441-2474-4690-BB06-4FEA0A8B91DC
2,1,3,KOR/KOR,CHUNG Jae Sung,LEE Yong Dae,53426,52774,69077,9,https://bwf.tournamentsoftware.com/player-profile/81C0A98A-EB0C-473C-AD58-0889C6CF2BAA,https://bwf.tournamentsoftware.com/player-profile/8EBDD2CA-03F6-4431-A558-F4EAB6B8B2E1
3,-2,1,INA/INA,Markis KIDO,Hendra SETIAWAN,50420,51074,67509,10,https://bwf.tournamentsoftware.com/player-profile/346FF00B-701D-4056-9855-A2635FD815F4,https://bwf.tournamentsoftware.com/player-profile/6DF78DE2-EE8D-4C31-A7FF-66BE2FCEE6A7
4,0,4,DEN/DEN,Mathias BOE,Carsten MOGENSEN,50292,51304,63953,12,https://bwf.tournamentsoftware.com/player-profile/6570E6B3-B94F-4486-B6ED-B604545DB819,https://bwf.tournamentsoftware.com/player-profile/51A8B183-9A21-4CED-84A9-85FDEBA49D95
5,0,5,CHN/CHN,CAI Yun,FU Haifeng,50251,51729,56304,7,https://bwf.tournamentsoftware.com/player-profile/94DC4790-1083-4750-9E56-1EA344FE501A,https://bwf.tournamentsoftware.com/player-profile/37FEDFA4-FD16-4BC4-A466-0B73401C11A4
6,1,7,INA/INA,Alvent Yulianto CHANDRA,Hendra Aprida GUNAWAN,11354,11401,52410,14,https://bwf.tournamentsoftware.com/player-profile/168E9F72-8DDC-45BD-91D5-8B72239E14E5,https://bwf.tournamentsoftware.com/player-profile/746E3179-22D2-48F8-82A4-BCA9E472A954
7,-1,6,MAS/MAS,Mohd Zakry ABDUL LATIF,Mohd Fairuzizuan MOHD TAZARI,13137,50147,51070,10,https://bwf.tournamentsoftware.com/player-profile/C1AA81C3-0E14-4280-BC93-CC1042F9E812,https://bwf.tournamentsoftware.com/player-profile/DD37004B-B427-403A-BE9E-2F910CEC0042
8,0,8,DEN/DEN,Lars PAASKE,Jonas RASMUSSEN,7575,9578,48890,10,https://bwf.tournamentsoftware.com/player-profile/7F2B8441-9CF2-47D3-880F-1BB9E815F72D,https://bwf.tournamentsoftware.com/player-profile/104C2634-1AE2-483C-9F32-5876495EC64F
9,0,9,MAS/MAS,Tan Fook CHOONG,Wan Wah LEE,7759,7760,48570,13,https://bwf.tournamentsoftware.com/player-profile/9F9B7FFD-16A8-468E-B5AA-C9F7C437FF78,https://bwf.tournamentsoftware.com/player-profile/F1472F2B-1985-4C95-AFA9-0F7F4916458B
10,1,11,CHN/CHN,GUO Zhendong,XU Chen,14607,51620,46660,11,https://bwf.tournamentsoftware.com/player-profile/1FF2147F-C061-4B59-8EC6-65C92C791A72,https://bwf.tournamentsoftware.com/player-profile/6D0E15C6-3488-48CD-B04A-5FFBCB2EF912
11,-1,10,ENG/ENG,Anthony CLARK,Nathan ROBERTSON,9819,7572,44839,10,https://bwf.tournamentsoftware.com/player-profile/A42492B5-4119-40D2-B59C-6198DC5EFBFB,https://bwf.tournamentsoftware.com/player-profile/20B5BC86-2D31-406F-8027-C0B6FF343FF4
12,0,12,MAS/MAS,Teik Chai GAN,Bin Shen TAN,12356,50714,42180,13,https://bwf.tournamentsoftware.com/player-profile/EA653697-180A-43DA-8015-DC71AE0B9B5C,https://bwf.tournamentsoftware.com/player-profile/4164EA44-92F8-48C4-B9A4-2EC199353F5A
13,0,13,USA/USA,Howard BACH,Tony GUNAWAN,6783,3181,40455,9,https://bwf.tournamentsoftware.com/player-profile/CFC04F50-AE2A-4EB7-A176-2B112F0B9FD7,https://bwf.tournamentsoftware.com/player-profile/E18D25EF-4C70-4626-B830-D501310AA920
14,0,14,TPE/TPE,CHEN Hung Ling,LIN Yu Lang,53613,53614,40101,15,https://bwf.tournamentsoftware.com/player-profile/9621265B-FAA8-4DDA-9744-0FF29AB75436,https://bwf.tournamentsoftware.com/player-profile/344F8EB9-BF9A-4679-A23F-EC63B0B125F6
15,8,23,INA/INA,Yonathan Suryatama DASUKI,Rian SUKMAWAN,15826,51625,38950,10,https://bwf.tournamentsoftware.com/player-profile/20E4CA0A-FC15-447B-BB13-73702EF88A0F,https://bwf.tournamentsoftware.com/player-profile/92759945-4108-4613-B450-0D98E78A4109
16,0,16,INA/INA,Mohammad AHSAN,Bona SEPTANO,52749,52742,38935,12,https://bwf.tournamentsoftware.com/player-profile/8EDADE5C-6AB4-4BFD-88E3-E27D9757754E,https://bwf.tournamentsoftware.com/player-profile/23FB4647-10EC-44BC-B776-6EF8A275906C
17,0,17,KOR/KOR,CHO Gun Woo,YOO Yeon Seong,54345,52273,37010,9,https://bwf.tournamentsoftware.com/player-profile/C2231BE0-5D8F-495E-B9B2-E28FD49368AD,https://bwf.tournamentsoftware.com/player-profile/ADFC60B0-2055-48B3-9309-44D3C819B3FF
18,0,18,JPN/JPN,Kenichi HAYAKAWA,Kenta KAZUNO,54527,53161,36637,14,https://bwf.tournamentsoftware.com/player-profile/F49301CC-8C4A-45CB-B29F-3D89912857F5,https://bwf.tournamentsoftware.com/player-profile/CEE55E22-890F-4C83-A282-2668FCE8BF25
