rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,MAS / MAS,"GOH V Shem, TAN Wee Kiong",0,88 - 37,"$245,075.57","71,297 / 23","https://bwfbadminton.com/player/54805/goh-v-shem,https://bwfbadminton.com/player/52071/tan-wee-kiong","54805, 52071"
2,DEN / DEN,"Mathias BOE, Carsten MOGENSEN",0,348 - 112,"$840,017.10","70,834 / 11","https://bwfbadminton.com/player/50292/mathias-boe,https://bwfbadminton.com/player/51304/carsten-mogensen","50292, 51304"
3,CHN / CHN,"CHAI Biao, HONG Wei",0,95 - 41,"$451,077.49","68,570 / 15","https://bwfbadminton.com/player/96784/chai-biao,https://bwfbadminton.com/player/69809/hong-wei","96784, 69809"
4,INA / INA,"Marcus Fernaldi GIDEON, Kevin Sanjaya SUKAMULJO",0,54 - 24,"$236,701.09","67,321 / 16","https://bwfbadminton.com/player/26394/marcus-fernaldi-gideon,https://bwfbadminton.com/player/80057/kevin-sanjaya-sukamuljo","26394, 80057"
5,JPN / JPN,"Takeshi KAMURA, Keigo SONODA",0,112 - 69,"$106,808.97","63,732 / 20","https://bwfbadminton.com/player/70969/takeshi-kamura,https://bwfbadminton.com/player/90623/keigo-sonoda","70969, 90623"
6,CHN / CHN,"FU Haifeng, ZHANG Nan",0,81 - 26,"$564,545.62","63,105 / 9","https://bwfbadminton.com/player/51729/fu-haifeng,https://bwfbadminton.com/player/35357/zhang-nan","51729, 35357"
7,INA / INA,"Hendra SETIAWAN, Mohammad AHSAN",0,148 - 43,"$724,125.62","62,700 / 13","https://bwfbadminton.com/player/51074/hendra-setiawan,https://bwfbadminton.com/player/52749/mohammad-ahsan","51074, 52749"
8,INA / INA,"Angga PRATAMA, Ricky KARANDASUWARDI",+1,65 - 28,"$176,971.83","60,619 / 16","https://bwfbadminton.com/player/61855/angga-pratama,https://bwfbadminton.com/player/66493/ricky-karandasuwardi","61855, 66493"
9,CHN / CHN,"LI Jun Hui, LIU Yu Chen",-1,84 - 35,"$154,017.50","60,429 / 18","https://bwfbadminton.com/player/79059/li-jun-hui,https://bwfbadminton.com/player/93367/liu-yu-chen","79059, 93367"
10,RUS / RUS,"Vladimir IVANOV, Ivan SOZONOV",0,204 - 92,"$173,770.98","58,863 / 14","https://bwfbadminton.com/player/53924/vladimir-ivanov,https://bwfbadminton.com/player/67068/ivan-sozonov","53924, 67068"
11,DEN / DEN,"Mads CONRAD-PETERSEN, Mads Pieler KOLDING",0,132 - 57,"$155,604.89","58,243 / 16","https://bwfbadminton.com/player/42722/mads-conrad-petersen,https://bwfbadminton.com/player/52958/mads-pieler-kolding","42722, 52958"
12,JPN / JPN,"Hiroyuki ENDO, Kenichi HAYAKAWA",0,210 - 116,"$304,531.59","55,017 / 12","https://bwfbadminton.com/player/54026/hiroyuki-endo,https://bwfbadminton.com/player/54527/kenichi-hayakawa","54026, 54527"
13,DEN / DEN,"Kim ASTRUP, Anders Skaarup RASMUSSEN",0,110 - 66,"$85,864.23","54,091 / 18","https://bwfbadminton.com/player/92980/kim-astrup,https://bwfbadminton.com/player/44414/anders-skaarup-rasmussen","92980, 44414"
14,MAS / MAS,"Kien Keat KOO, TAN Boon Heong",+1,310 - 116,"$501,348.11","48,253 / 18","https://bwfbadminton.com/player/14288/kien-keat-koo,https://bwfbadminton.com/player/52703/tan-boon-heong","14288, 52703"
15,ENG / ENG,"Marcus ELLIS, Chris LANGRIDGE",-1,50 - 28,"$55,337.95","47,946 / 18","https://bwfbadminton.com/player/71349/marcus-ellis,https://bwfbadminton.com/player/51624/chris-langridge","71349, 51624"
16,THA / THA,"Bodin ISARA, Nipitphon PHUANGPHUAPET",0,42 - 26,"$110,930.96","47,678 / 19","https://bwfbadminton.com/player/75983/bodin-isara,https://bwfbadminton.com/player/30342/nipitphon-phuangphuapet","75983, 30342"
17,TPE / TPE,"LEE Jhe-Huei, LEE Yang",+3,28 - 20,"$25,962.49","46,873 / 21","https://bwfbadminton.com/player/99102/lee-jhe-huei,https://bwfbadminton.com/player/69448/lee-yang","99102, 69448"
18,TPE / TPE,"CHEN Hung Ling, WANG Chi-Lin",-1,55 - 43,"$88,454.47","46,563 / 25","https://bwfbadminton.com/player/53613/chen-hung-ling,https://bwfbadminton.com/player/96514/wang-chi-lin","53613, 96514"
19,TPE / TPE,"LEE Sheng Mu, TSAI Chia Hsin",-1,100 - 67,"$244,134.37","43,037 / 13","https://bwfbadminton.com/player/52931/lee-sheng-mu,https://bwfbadminton.com/player/13189/tsai-chia-hsin","52931, 13189"
20,JPN / JPN,"Takuro HOKI, Yugo KOBAYASHI",+1,34 - 21,"$25,533.84","41,760 / 16","https://bwfbadminton.com/player/81657/takuro-hoki,https://bwfbadminton.com/player/67903/yugo-kobayashi","81657, 67903"
21,DEN / DEN,"Mathias CHRISTIANSEN, David DAUGAARD",+1,65 - 33,"$26,390.74","41,650 / 16","https://bwfbadminton.com/player/99521/mathias-christiansen,https://bwfbadminton.com/player/59436/david-daugaard","99521, 59436"
22,IND / IND,"ATTRI Manu, REDDY B. Sumeeth",+1,85 - 68,"$40,700.10","40,369 / 22","https://bwfbadminton.com/player/59803/attri-manu,https://bwfbadminton.com/player/24172/reddy-b-sumeeth","59803, 24172"
23,INA / INA,"Berry ANGRIAWAN, Rian Agung SAPUTRO",-4,34 - 22,"$106,548.71","38,495 / 12","https://bwfbadminton.com/player/23374/berry-angriawan,https://bwfbadminton.com/player/60692/rian-agung-saputro","23374, 60692"
24,POL / POL,"Adam CWALINA, Przemyslaw WACHA",0,178 - 60,"$71,267.09","37,875 / 15","https://bwfbadminton.com/player/15358/adam-cwalina,https://bwfbadminton.com/player/8396/przemyslaw-wacha","15358, 8396"
25,GER / GER,"Michael FUCHS, Johannes SCHOETTLER",0,62 - 53,"$78,551.62","35,805 / 15","https://bwfbadminton.com/player/51263/michael-fuchs,https://bwfbadminton.com/player/51797/johannes-schoettler","51263, 51797"
26,INA / INA,"Fajar ALFIAN, Muhammad Rian ARDIANTO",+5,42 - 18,"$20,254.12","34,660 / 10","https://bwfbadminton.com/player/88876/fajar-alfian,https://bwfbadminton.com/player/91130/muhammad-rian-ardianto","88876, 91130"
27,CHN / CHN,"WANG Yi Lyu, ZHANG Wen",-1,53 - 27,"$66,936.24","34,567 / 10","https://bwfbadminton.com/player/99452/wang-yi-lyu,https://bwfbadminton.com/player/87444/zhang-wen","99452, 87444"
28,MAS / MAS,"ONG Yew Sin, TEO Ee Yi",-1,19 - 4,"$22,204.06","34,447 / 12","https://bwfbadminton.com/player/84064/ong-yew-sin,https://bwfbadminton.com/player/99066/teo-ee-yi","84064, 99066"
29,THA / THA,"Dechapol PUAVARANUKROH, Kittinupong KEDREN",-1,44 - 45,"$15,977.20","33,671 / 19","https://bwfbadminton.com/player/61731/dechapol-puavaranukroh,https://bwfbadminton.com/player/73633/kittinupong-kedren","61731, 73633"
30,IND / IND,"Pranaav Jerry CHOPRA, Akshay DEWALKAR",-1,75 - 73,"$30,926.69","32,834 / 10","https://bwfbadminton.com/player/57839/pranaav-jerry-chopra,https://bwfbadminton.com/player/55356/akshay-dewalkar","57839, 55356"
31,INA / INA,"Hardianto HARDIANTO, Kenas Adi HARYANTO",+9,35 - 16,"$11,186.09","32,710 / 10","https://bwfbadminton.com/player/69003/hardianto-hardianto,https://bwfbadminton.com/player/76486/kenas-adi-haryanto","69003, 76486"
32,HKG / HKG,"OR Chin Chung, TANG Chun Man",+2,19 - 21,"$6,745.61","30,694 / 15","https://bwfbadminton.com/player/75069/or-chin-chung,https://bwfbadminton.com/player/77689/tang-chun-man","75069, 77689"
