rank,country/territory,player,change_+/-,win/lose,prize_money,points/tmts,link,member_id
1,INA / INA,"Marcus Fernaldi GIDEON, Kevin Sanjaya SUKAMULJO",0,54 - 24,"$375,076.09","79,811 / 12","https://bwfbadminton.com/player/26394/marcus-fernaldi-gideon,https://bwfbadminton.com/player/80057/kevin-sanjaya-sukamuljo","26394, 80057"
2,DEN / DEN,"Mathias BOE, Carsten MOGENSEN",0,348 - 112,"$893,565.86","76,263 / 14","https://bwfbadminton.com/player/50292/mathias-boe,https://bwfbadminton.com/player/51304/carsten-mogensen","50292, 51304"
3,CHN / CHN,"LI Jun Hui, LIU Yu Chen",0,84 - 35,"$212,467.50","75,498 / 18","https://bwfbadminton.com/player/79059/li-jun-hui,https://bwfbadminton.com/player/93367/liu-yu-chen","79059, 93367"
4,MAS / MAS,"GOH V Shem, TAN Wee Kiong",0,88 - 37,"$341,219.31","71,807 / 17","https://bwfbadminton.com/player/54805/goh-v-shem,https://bwfbadminton.com/player/52071/tan-wee-kiong","54805, 52071"
5,CHN / CHN,"CHAI Biao, HONG Wei",0,95 - 41,"$498,907.49","71,780 / 13","https://bwfbadminton.com/player/96784/chai-biao,https://bwfbadminton.com/player/69809/hong-wei","96784, 69809"
6,JPN / JPN,"Takeshi KAMURA, Keigo SONODA",0,112 - 69,"$194,915.23","70,165 / 17","https://bwfbadminton.com/player/70969/takeshi-kamura,https://bwfbadminton.com/player/90623/keigo-sonoda","70969, 90623"
7,DEN / DEN,"Mads CONRAD-PETERSEN, Mads Pieler KOLDING",0,132 - 57,"$206,114.89","61,213 / 15","https://bwfbadminton.com/player/42722/mads-conrad-petersen,https://bwfbadminton.com/player/52958/mads-pieler-kolding","42722, 52958"
8,INA / INA,"Angga PRATAMA, Ricky KARANDASUWARDI",0,65 - 28,"$202,609.33","58,642 / 15","https://bwfbadminton.com/player/61855/angga-pratama,https://bwfbadminton.com/player/66493/ricky-karandasuwardi","61855, 66493"
9,DEN / DEN,"Kim ASTRUP, Anders Skaarup RASMUSSEN",0,110 - 66,"$101,932.99","54,681 / 16","https://bwfbadminton.com/player/92980/kim-astrup,https://bwfbadminton.com/player/44414/anders-skaarup-rasmussen","92980, 44414"
10,TPE / TPE,"LEE Jhe-Huei, LEE Yang",0,28 - 20,"$45,346.23","53,677 / 21","https://bwfbadminton.com/player/99102/lee-jhe-huei,https://bwfbadminton.com/player/69448/lee-yang","99102, 69448"
11,CHN / CHN,"HUANG Kai Xiang, WANG Yi Lyu",0,0 - 0,"$76,045.62","50,300 / 14","https://bwfbadminton.com/player/83797/huang-kai-xiang,https://bwfbadminton.com/player/99452/wang-yi-lyu","83797, 99452"
12,TPE / TPE,"CHEN Hung Ling, WANG Chi-Lin",0,55 - 43,"$104,159.47","49,841 / 21","https://bwfbadminton.com/player/53613/chen-hung-ling,https://bwfbadminton.com/player/96514/wang-chi-lin","53613, 96514"
13,THA / THA,"Bodin ISARA, Nipitphon PHUANGPHUAPET",0,42 - 26,"$119,713.46","49,018 / 13","https://bwfbadminton.com/player/75983/bodin-isara,https://bwfbadminton.com/player/30342/nipitphon-phuangphuapet","75983, 30342"
14,RUS / RUS,"Vladimir IVANOV, Ivan SOZONOV",0,204 - 92,"$177,807.22","48,460 / 12","https://bwfbadminton.com/player/53924/vladimir-ivanov,https://bwfbadminton.com/player/67068/ivan-sozonov","53924, 67068"
15,CHN / CHN,"LIU Cheng, ZHANG Nan",0,0 - 0,"$245,566.23","46,966 / 10","https://bwfbadminton.com/player/95396/liu-cheng,https://bwfbadminton.com/player/35357/zhang-nan","95396, 35357"
16,JPN / JPN,"Takuro HOKI, Yugo KOBAYASHI",0,34 - 21,"$30,015.10","44,800 / 15","https://bwfbadminton.com/player/81657/takuro-hoki,https://bwfbadminton.com/player/67903/yugo-kobayashi","81657, 67903"
17,TPE / TPE,"LU Ching Yao, YANG Po Han",0,0 - 0,"$34,234.87","44,490 / 18","https://bwfbadminton.com/player/56746/lu-ching-yao,https://bwfbadminton.com/player/59709/yang-po-han","56746, 59709"
